Index,Name,Full_Name,Intensity,Space,Hemi,Region,ICN,R,A,S
40,LH_SomMot_9,LH_SomMot_9,40,MNI,L,cortex,SomMot,-60,-2,10
41,LH_SomMot_10,LH_SomMot_10,41,MNI,L,cortex,SomMot,-48,-24,18
42,LH_SomMot_11,LH_SomMot_11,42,MNI,L,cortex,SomMot,-62,-18,20
43,LH_SomMot_12,LH_SomMot_12,43,MNI,L,cortex,SomMot,-60,-2,24
44,LH_SomMot_13,LH_SomMot_13,44,MNI,L,cortex,SomMot,-62,-10,32
45,LH_SomMot_14,LH_SomMot_14,45,MNI,L,cortex,SomMot,-54,-8,30
46,LH_SomMot_15,LH_SomMot_15,46,MNI,L,cortex,SomMot,-54,-20,40
47,LH_SomMot_16,LH_SomMot_16,47,MNI,L,cortex,SomMot,-52,-6,44
48,LH_SomMot_17,LH_SomMot_17,48,MNI,L,cortex,SomMot,-48,-16,40
49,LH_SomMot_18,LH_SomMot_18,49,MNI,L,cortex,SomMot,-8,-16,48
50,LH_SomMot_19,LH_SomMot_19,50,MNI,L,cortex,SomMot,-40,-14,48
51,LH_SomMot_20,LH_SomMot_20,51,MNI,L,cortex,SomMot,-48,-18,54
52,LH_SomMot_21,LH_SomMot_21,52,MNI,L,cortex,SomMot,-48,-30,58
53,LH_SomMot_22,LH_SomMot_22,53,MNI,L,cortex,SomMot,-38,-24,52
54,LH_SomMot_23,LH_SomMot_23,54,MNI,L,cortex,SomMot,-8,-38,54
55,LH_SomMot_24,LH_SomMot_24,55,MNI,L,cortex,SomMot,-4,-24,56
56,LH_SomMot_25,LH_SomMot_25,56,MNI,L,cortex,SomMot,-4,-8,60
57,LH_SomMot_26,LH_SomMot_26,57,MNI,L,cortex,SomMot,-36,-20,64
58,LH_SomMot_27,LH_SomMot_27,58,MNI,L,cortex,SomMot,-30,-46,62
59,LH_SomMot_28,LH_SomMot_28,59,MNI,L,cortex,SomMot,-32,-30,62
60,LH_SomMot_29,LH_SomMot_29,60,MNI,L,cortex,SomMot,-30,-38,66
61,LH_SomMot_30,LH_SomMot_30,61,MNI,L,cortex,SomMot,-24,-10,64
62,LH_SomMot_31,LH_SomMot_31,62,MNI,L,cortex,SomMot,-20,-24,66
63,LH_SomMot_32,LH_SomMot_32,63,MNI,L,cortex,SomMot,-8,-42,70
64,LH_SomMot_33,LH_SomMot_33,64,MNI,L,cortex,SomMot,-4,-26,68
65,LH_SomMot_34,LH_SomMot_34,65,MNI,L,cortex,SomMot,-14,-12,72
66,LH_SomMot_35,LH_SomMot_35,66,MNI,L,cortex,SomMot,-18,-32,68
67,LH_SomMot_36,LH_SomMot_36,67,MNI,L,cortex,SomMot,-18,-40,72
68,LH_SomMot_37,LH_SomMot_37,68,MNI,L,cortex,SomMot,-12,-26,74
69,LH_DorsAttn_Post_1,LH_DorsAttn_Post_1,69,MNI,L,cortex,DorsAttn,-44,-42,-22
70,LH_DorsAttn_Post_2,LH_DorsAttn_Post_2,70,MNI,L,cortex,DorsAttn,-48,-56,-16
71,LH_DorsAttn_Post_3,LH_DorsAttn_Post_3,71,MNI,L,cortex,DorsAttn,-56,-62,0
72,LH_DorsAttn_Post_4,LH_DorsAttn_Post_4,72,MNI,L,cortex,DorsAttn,-48,-66,16
73,LH_DorsAttn_Post_5,LH_DorsAttn_Post_5,73,MNI,L,cortex,DorsAttn,-26,-70,30
74,LH_DorsAttn_Post_6,LH_DorsAttn_Post_6,74,MNI,L,cortex,DorsAttn,-54,-32,44
75,LH_DorsAttn_Post_7,LH_DorsAttn_Post_7,75,MNI,L,cortex,DorsAttn,-22,-66,46
76,LH_DorsAttn_Post_8,LH_DorsAttn_Post_8,76,MNI,L,cortex,DorsAttn,-46,-30,44
77,LH_DorsAttn_Post_9,LH_DorsAttn_Post_9,77,MNI,L,cortex,DorsAttn,-34,-46,40
78,LH_DorsAttn_Post_10,LH_DorsAttn_Post_10,78,MNI,L,cortex,DorsAttn,-28,-58,50
79,LH_DorsAttn_Post_11,LH_DorsAttn_Post_11,79,MNI,L,cortex,DorsAttn,-38,-38,50
80,LH_DorsAttn_Post_12,LH_DorsAttn_Post_12,80,MNI,L,cortex,DorsAttn,-36,-52,56
81,LH_DorsAttn_Post_13,LH_DorsAttn_Post_13,81,MNI,L,cortex,DorsAttn,-14,-70,58
82,LH_DorsAttn_Post_14,LH_DorsAttn_Post_14,82,MNI,L,cortex,DorsAttn,-28,-62,62
83,LH_DorsAttn_Post_15,LH_DorsAttn_Post_15,83,MNI,L,cortex,DorsAttn,-8,-58,64
84,LH_DorsAttn_Post_16,LH_DorsAttn_Post_16,84,MNI,L,cortex,DorsAttn,-20,-56,66
85,LH_DorsAttn_Post_17,LH_DorsAttn_Post_17,85,MNI,L,cortex,DorsAttn,-14,-50,72
86,LH_DorsAttn_FEF_1,LH_DorsAttn_FEF_1,86,MNI,L,cortex,DorsAttn,-40,-2,52
87,LH_DorsAttn_FEF_2,LH_DorsAttn_FEF_2,87,MNI,L,cortex,DorsAttn,-26,0,56
88,LH_DorsAttn_FEF_3,LH_DorsAttn_FEF_3,88,MNI,L,cortex,DorsAttn,-30,-8,52
89,LH_DorsAttn_FEF_4,LH_DorsAttn_FEF_4,89,MNI,L,cortex,DorsAttn,-22,6,64
90,LH_DorsAttn_PrCv_1,LH_DorsAttn_PrCv_1,90,MNI,L,cortex,DorsAttn,-50,6,26
91,LH_DorsAttn_PrCv_2,LH_DorsAttn_PrCv_2,91,MNI,L,cortex,DorsAttn,-50,2,38
92,LH_SalVentAttn_ParOper_1,LH_SalVentAttn_ParOper_1,92,MNI,L,cortex,SalVentAttn,-54,-32,22
93,LH_SalVentAttn_ParOper_2,LH_SalVentAttn_ParOper_2,93,MNI,L,cortex,SalVentAttn,-58,-44,28
94,LH_SalVentAttn_ParOper_3,LH_SalVentAttn_ParOper_3,94,MNI,L,cortex,SalVentAttn,-62,-24,32
95,LH_SalVentAttn_ParOper_4,LH_SalVentAttn_ParOper_4,95,MNI,L,cortex,SalVentAttn,-62,-36,34
96,LH_SalVentAttn_TempOcc_1,LH_SalVentAttn_TempOcc_1,96,MNI,L,cortex,SalVentAttn,-58,-54,10
97,LH_SalVentAttn_FrOper_1,LH_SalVentAttn_FrOper_1,97,MNI,L,cortex,SalVentAttn,-44,6,-16
98,LH_SalVentAttn_FrOper_2,LH_SalVentAttn_FrOper_2,98,MNI,L,cortex,SalVentAttn,-38,2,-4
99,LH_SalVentAttn_FrOper_3,LH_SalVentAttn_FrOper_3,99,MNI,L,cortex,SalVentAttn,-32,24,0
100,LH_SalVentAttn_FrOper_4,LH_SalVentAttn_FrOper_4,100,MNI,L,cortex,SalVentAttn,-40,-14,-2
101,LH_SalVentAttn_FrOper_5,LH_SalVentAttn_FrOper_5,101,MNI,L,cortex,SalVentAttn,-32,18,8
102,LH_SalVentAttn_FrOper_6,LH_SalVentAttn_FrOper_6,102,MNI,L,cortex,SalVentAttn,-36,4,10
103,LH_SalVentAttn_FrOper_7,LH_SalVentAttn_FrOper_7,103,MNI,L,cortex,SalVentAttn,-44,12,2
104,LH_SalVentAttn_FrOper_8,LH_SalVentAttn_FrOper_8,104,MNI,L,cortex,SalVentAttn,-50,2,4
105,LH_SalVentAttn_FrOper_9,LH_SalVentAttn_FrOper_9,105,MNI,L,cortex,SalVentAttn,-52,8,14
106,LH_SalVentAttn_PFCl_1,LH_SalVentAttn_PFCl_1,106,MNI,L,cortex,SalVentAttn,-28,44,30
107,LH_SalVentAttn_Med_1,LH_SalVentAttn_Med_1,107,MNI,L,cortex,SalVentAttn,-6,22,32
108,LH_SalVentAttn_Med_2,LH_SalVentAttn_Med_2,108,MNI,L,cortex,SalVentAttn,-6,0,40
109,LH_SalVentAttn_Med_3,LH_SalVentAttn_Med_3,109,MNI,L,cortex,SalVentAttn,-12,-28,42
110,LH_SalVentAttn_Med_4,LH_SalVentAttn_Med_4,110,MNI,L,cortex,SalVentAttn,-6,10,48
111,LH_SalVentAttn_Med_5,LH_SalVentAttn_Med_5,111,MNI,L,cortex,SalVentAttn,-12,-42,48
112,LH_SalVentAttn_Med_6,LH_SalVentAttn_Med_6,112,MNI,L,cortex,SalVentAttn,-6,-48,56
113,LH_SalVentAttn_Med_7,LH_SalVentAttn_Med_7,113,MNI,L,cortex,SalVentAttn,-8,-2,70
114,LH_Limbic_OFC_1,LH_Limbic_OFC_1,114,MNI,L,cortex,Limbic,-12,24,-20
115,LH_Limbic_OFC_2,LH_Limbic_OFC_2,115,MNI,L,cortex,Limbic,-24,22,-20
116,LH_Limbic_OFC_3,LH_Limbic_OFC_3,116,MNI,L,cortex,Limbic,-10,48,-22
117,LH_Limbic_OFC_4,LH_Limbic_OFC_4,117,MNI,L,cortex,Limbic,-4,24,-20
118,LH_Limbic_OFC_5,LH_Limbic_OFC_5,118,MNI,L,cortex,Limbic,-16,64,-8
119,LH_Limbic_TempPole_1,LH_Limbic_TempPole_1,119,MNI,L,cortex,Limbic,-38,-6,-42
120,LH_Limbic_TempPole_2,LH_Limbic_TempPole_2,120,MNI,L,cortex,Limbic,-24,6,-40
121,LH_Limbic_TempPole_3,LH_Limbic_TempPole_3,121,MNI,L,cortex,Limbic,-26,-10,-32
122,LH_Limbic_TempPole_4,LH_Limbic_TempPole_4,122,MNI,L,cortex,Limbic,-54,-22,-30
123,LH_Limbic_TempPole_5,LH_Limbic_TempPole_5,123,MNI,L,cortex,Limbic,-40,-22,-26
124,LH_Limbic_TempPole_6,LH_Limbic_TempPole_6,124,MNI,L,cortex,Limbic,-44,12,-34
125,LH_Limbic_TempPole_7,LH_Limbic_TempPole_7,125,MNI,L,cortex,Limbic,-32,12,-30
126,LH_Limbic_TempPole_8,LH_Limbic_TempPole_8,126,MNI,L,cortex,Limbic,-20,-20,-26
127,LH_Cont_Par_1,LH_Cont_Par_1,127,MNI,L,cortex,Cont,-28,-74,42
128,LH_Cont_Par_2,LH_Cont_Par_2,128,MNI,L,cortex,Cont,-58,-42,46
129,LH_Cont_Par_3,LH_Cont_Par_3,129,MNI,L,cortex,Cont,-54,-50,44
130,LH_Cont_Par_4,LH_Cont_Par_4,130,MNI,L,cortex,Cont,-34,-62,48
131,LH_Cont_Par_5,LH_Cont_Par_5,131,MNI,L,cortex,Cont,-42,-52,48
132,LH_Cont_Par_6,LH_Cont_Par_6,132,MNI,L,cortex,Cont,-44,-42,46
133,LH_Cont_Temp_1,LH_Cont_Temp_1,133,MNI,L,cortex,Cont,-60,-48,-10
134,LH_Cont_PFCl_1,LH_Cont_PFCl_1,134,MNI,L,cortex,Cont,-26,50,-14
135,LH_Cont_PFCl_2,LH_Cont_PFCl_2,135,MNI,L,cortex,Cont,-42,48,-6
136,LH_Cont_PFCl_3,LH_Cont_PFCl_3,136,MNI,L,cortex,Cont,-48,36,10
137,LH_Cont_PFCl_4,LH_Cont_PFCl_4,137,MNI,L,cortex,Cont,-38,50,10
138,LH_Cont_PFCl_5,LH_Cont_PFCl_5,138,MNI,L,cortex,Cont,-28,56,12
139,LH_Cont_PFCl_6,LH_Cont_PFCl_6,139,MNI,L,cortex,Cont,-42,38,22
140,LH_Cont_PFCl_7,LH_Cont_PFCl_7,140,MNI,L,cortex,Cont,-44,20,26
141,LH_Cont_PFCl_8,LH_Cont_PFCl_8,141,MNI,L,cortex,Cont,-40,8,34
142,LH_Cont_PFCl_9,LH_Cont_PFCl_9,142,MNI,L,cortex,Cont,-36,32,38
143,LH_Cont_PFCv_1,LH_Cont_PFCv_1,143,MNI,L,cortex,Cont,-34,16,-8
144,LH_Cont_pCun_1,LH_Cont_pCun_1,144,MNI,L,cortex,Cont,-10,-78,46
145,LH_Cont_pCun_2,LH_Cont_pCun_2,145,MNI,L,cortex,Cont,-4,-64,52
146,LH_Cont_Cing_1,LH_Cont_Cing_1,146,MNI,L,cortex,Cont,-4,6,28
147,LH_Cont_Cing_2,LH_Cont_Cing_2,147,MNI,L,cortex,Cont,-4,-22,30
148,LH_Cont_PFCmp_1,LH_Cont_PFCmp_1,148,MNI,L,cortex,Cont,-4,28,48
149,LH_Default_Temp_1,LH_Default_Temp_1,149,MNI,L,cortex,Default,-54,-2,-30
150,LH_Default_Temp_2,LH_Default_Temp_2,150,MNI,L,cortex,Default,-62,-18,-20
151,LH_Default_Temp_3,LH_Default_Temp_3,151,MNI,L,cortex,Default,-60,-36,-18
152,LH_Default_Temp_4,LH_Default_Temp_4,152,MNI,L,cortex,Default,-56,-8,-14
153,LH_Default_Temp_5,LH_Default_Temp_5,153,MNI,L,cortex,Default,-52,6,-12
154,LH_Default_Temp_6,LH_Default_Temp_6,154,MNI,L,cortex,Default,-60,-34,-4
155,LH_Default_Temp_7,LH_Default_Temp_7,155,MNI,L,cortex,Default,-52,-22,-6
156,LH_Default_Temp_8,LH_Default_Temp_8,156,MNI,L,cortex,Default,-60,-12,-2
157,LH_Default_Temp_9,LH_Default_Temp_9,157,MNI,L,cortex,Default,-62,-32,6
158,LH_Default_Temp_10,LH_Default_Temp_10,158,MNI,L,cortex,Default,-52,-44,4
159,LH_Default_Temp_11,LH_Default_Temp_11,159,MNI,L,cortex,Default,-58,-48,16
160,LH_Default_Temp_12,LH_Default_Temp_12,160,MNI,L,cortex,Default,-46,-58,20
161,LH_Default_Temp_13,LH_Default_Temp_13,161,MNI,L,cortex,Default,-40,-78,30
162,LH_Default_Temp_14,LH_Default_Temp_14,162,MNI,L,cortex,Default,-48,-64,32
163,LH_Default_Temp_15,LH_Default_Temp_15,163,MNI,L,cortex,Default,-56,-54,30
164,LH_Default_Temp_16,LH_Default_Temp_16,164,MNI,L,cortex,Default,-42,-72,44
165,LH_Default_Temp_17,LH_Default_Temp_17,165,MNI,L,cortex,Default,-48,-60,46
166,LH_Default_PFC_1,LH_Default_PFC_1,166,MNI,L,cortex,Default,-36,22,-16
167,LH_Default_PFC_2,LH_Default_PFC_2,167,MNI,L,cortex,Default,-36,36,-12
168,LH_Default_PFC_3,LH_Default_PFC_3,168,MNI,L,cortex,Default,-4,56,-10
169,LH_Default_PFC_4,LH_Default_PFC_4,169,MNI,L,cortex,Default,-6,36,-8
170,LH_Default_PFC_5,LH_Default_PFC_5,170,MNI,L,cortex,Default,-46,32,-10
171,LH_Default_PFC_6,LH_Default_PFC_6,171,MNI,L,cortex,Default,-28,58,0
172,LH_Default_PFC_7,LH_Default_PFC_7,172,MNI,L,cortex,Default,-48,28,0
173,LH_Default_PFC_8,LH_Default_PFC_8,173,MNI,L,cortex,Default,-6,60,6
174,LH_Default_PFC_9,LH_Default_PFC_9,174,MNI,L,cortex,Default,-6,44,6
175,LH_Default_PFC_10,LH_Default_PFC_10,175,MNI,L,cortex,Default,-54,20,12
176,LH_Default_PFC_11,LH_Default_PFC_11,176,MNI,L,cortex,Default,-16,68,8
177,LH_Default_PFC_12,LH_Default_PFC_12,177,MNI,L,cortex,Default,-6,34,20
178,LH_Default_PFC_13,LH_Default_PFC_13,178,MNI,L,cortex,Default,-4,52,28
179,LH_Default_PFC_14,LH_Default_PFC_14,179,MNI,L,cortex,Default,-14,58,30
180,LH_Default_PFC_15,LH_Default_PFC_15,180,MNI,L,cortex,Default,-22,50,32
181,LH_Default_PFC_16,LH_Default_PFC_16,181,MNI,L,cortex,Default,-24,28,44
182,LH_Default_PFC_17,LH_Default_PFC_17,182,MNI,L,cortex,Default,-40,20,48
183,LH_Default_PFC_18,LH_Default_PFC_18,183,MNI,L,cortex,Default,-8,42,52
184,LH_Default_PFC_19,LH_Default_PFC_19,184,MNI,L,cortex,Default,-18,36,48
185,LH_Default_PFC_20,LH_Default_PFC_20,185,MNI,L,cortex,Default,-42,8,48
186,LH_Default_PFC_21,LH_Default_PFC_21,186,MNI,L,cortex,Default,-30,14,58
187,LH_Default_PFC_22,LH_Default_PFC_22,187,MNI,L,cortex,Default,-22,20,52
188,LH_Default_PFC_23,LH_Default_PFC_23,188,MNI,L,cortex,Default,-12,24,60
189,LH_Default_PFC_24,LH_Default_PFC_24,189,MNI,L,cortex,Default,-6,10,64
190,LH_Default_PCC_1,LH_Default_PCC_1,190,MNI,L,cortex,Default,-8,-52,10
191,LH_Default_PCC_2,LH_Default_PCC_2,191,MNI,L,cortex,Default,-14,-60,18
192,LH_Default_PCC_3,LH_Default_PCC_3,192,MNI,L,cortex,Default,-4,-54,20
193,LH_Default_PCC_4,LH_Default_PCC_4,193,MNI,L,cortex,Default,-6,-40,24
194,LH_Default_PCC_5,LH_Default_PCC_5,194,MNI,L,cortex,Default,-10,-70,32
195,LH_Default_PCC_6,LH_Default_PCC_6,195,MNI,L,cortex,Default,-6,-60,30
196,LH_Default_PCC_7,LH_Default_PCC_7,196,MNI,L,cortex,Default,-8,-44,32
197,LH_Default_PCC_8,LH_Default_PCC_8,197,MNI,L,cortex,Default,-4,-34,38
198,LH_Default_PCC_9,LH_Default_PCC_9,198,MNI,L,cortex,Default,-2,-16,38
199,LH_Default_PCC_10,LH_Default_PCC_10,199,MNI,L,cortex,Default,-2,-68,42
200,LH_Default_PCC_11,LH_Default_PCC_11,200,MNI,L,cortex,Default,-6,-50,42
201,RH_Vis_1,RH_Vis_1,201,MNI,R,cortex,Vis,34,-36,-24
202,RH_Vis_2,RH_Vis_2,202,MNI,R,cortex,Vis,30,-30,-18
203,RH_Vis_3,RH_Vis_3,203,MNI,R,cortex,Vis,36,-54,-18
204,RH_Vis_4,RH_Vis_4,204,MNI,R,cortex,Vis,38,-74,-16
205,RH_Vis_5,RH_Vis_5,205,MNI,R,cortex,Vis,26,-52,-8
206,RH_Vis_6,RH_Vis_6,206,MNI,R,cortex,Vis,24,-74,-10
207,RH_Vis_7,RH_Vis_7,207,MNI,R,cortex,Vis,18,-36,-12
208,RH_Vis_8,RH_Vis_8,208,MNI,R,cortex,Vis,20,-88,-12
209,RH_Vis_9,RH_Vis_9,209,MNI,R,cortex,Vis,50,-64,-10
210,RH_Vis_10,RH_Vis_10,210,MNI,R,cortex,Vis,42,-84,-12
211,RH_Vis_11,RH_Vis_11,211,MNI,R,cortex,Vis,10,-72,-6
212,RH_Vis_12,RH_Vis_12,212,MNI,R,cortex,Vis,14,-58,-4
213,RH_Vis_13,RH_Vis_13,213,MNI,R,cortex,Vis,26,-96,-10
214,RH_Vis_14,RH_Vis_14,214,MNI,R,cortex,Vis,18,-44,-2
215,RH_Vis_15,RH_Vis_15,215,MNI,R,cortex,Vis,8,-92,-2
216,RH_Vis_16,RH_Vis_16,216,MNI,R,cortex,Vis,48,-66,4
217,RH_Vis_17,RH_Vis_17,217,MNI,R,cortex,Vis,14,-46,4
218,RH_Vis_18,RH_Vis_18,218,MNI,R,cortex,Vis,36,-88,2
219,RH_Vis_19,RH_Vis_19,219,MNI,R,cortex,Vis,10,-74,8
220,RH_Vis_20,RH_Vis_20,220,MNI,R,cortex,Vis,22,-60,6
221,RH_Vis_21,RH_Vis_21,221,MNI,R,cortex,Vis,24,-98,8
222,RH_Vis_22,RH_Vis_22,222,MNI,R,cortex,Vis,44,-78,10
223,RH_Vis_23,RH_Vis_23,223,MNI,R,cortex,Vis,12,-94,18
224,RH_Vis_24,RH_Vis_24,224,MNI,R,cortex,Vis,16,-66,18
225,RH_Vis_25,RH_Vis_25,225,MNI,R,cortex,Vis,4,-80,24
226,RH_Vis_26,RH_Vis_26,226,MNI,R,cortex,Vis,28,-88,20
227,RH_Vis_27,RH_Vis_27,227,MNI,R,cortex,Vis,36,-78,24
228,RH_Vis_28,RH_Vis_28,228,MNI,R,cortex,Vis,14,-78,34
229,RH_Vis_29,RH_Vis_29,229,MNI,R,cortex,Vis,16,-86,36
230,RH_Vis_30,RH_Vis_30,230,MNI,R,cortex,Vis,30,-78,36
231,RH_SomMot_1,RH_SomMot_1,231,MNI,R,cortex,SomMot,52,4,-6
232,RH_SomMot_2,RH_SomMot_2,232,MNI,R,cortex,SomMot,62,-18,0
233,RH_SomMot_3,RH_SomMot_3,233,MNI,R,cortex,SomMot,54,-14,6
234,RH_SomMot_4,RH_SomMot_4,234,MNI,R,cortex,SomMot,40,-20,4
235,RH_SomMot_5,RH_SomMot_5,235,MNI,R,cortex,SomMot,38,-8,14
236,RH_SomMot_6,RH_SomMot_6,236,MNI,R,cortex,SomMot,34,-22,14
237,RH_SomMot_7,RH_SomMot_7,237,MNI,R,cortex,SomMot,60,-24,10
238,RH_SomMot_8,RH_SomMot_8,238,MNI,R,cortex,SomMot,64,-34,10
239,RH_SomMot_9,RH_SomMot_9,239,MNI,R,cortex,SomMot,42,-14,18
240,RH_SomMot_10,RH_SomMot_10,240,MNI,R,cortex,SomMot,42,-30,18
241,RH_SomMot_11,RH_SomMot_11,241,MNI,R,cortex,SomMot,50,-10,14
242,RH_SomMot_12,RH_SomMot_12,242,MNI,R,cortex,SomMot,60,0,10
243,RH_SomMot_13,RH_SomMot_13,243,MNI,R,cortex,SomMot,48,-22,18
244,RH_SomMot_14,RH_SomMot_14,244,MNI,R,cortex,SomMot,62,-12,16
245,RH_SomMot_15,RH_SomMot_15,245,MNI,R,cortex,SomMot,60,6,30
246,RH_SomMot_16,RH_SomMot_16,246,MNI,R,cortex,SomMot,60,-6,26
247,RH_SomMot_17,RH_SomMot_17,247,MNI,R,cortex,SomMot,62,-14,30
248,RH_SomMot_18,RH_SomMot_18,248,MNI,R,cortex,SomMot,52,-6,38
249,RH_SomMot_19,RH_SomMot_19,249,MNI,R,cortex,SomMot,54,-16,40
250,RH_SomMot_20,RH_SomMot_20,250,MNI,R,cortex,SomMot,12,-18,42
251,RH_SomMot_21,RH_SomMot_21,251,MNI,R,cortex,SomMot,52,-12,50
252,RH_SomMot_22,RH_SomMot_22,252,MNI,R,cortex,SomMot,44,-10,48
253,RH_SomMot_23,RH_SomMot_23,253,MNI,R,cortex,SomMot,50,-26,56
254,RH_SomMot_24,RH_SomMot_24,254,MNI,R,cortex,SomMot,6,-10,52
255,RH_SomMot_25,RH_SomMot_25,255,MNI,R,cortex,SomMot,44,-22,54
256,RH_SomMot_26,RH_SomMot_26,256,MNI,R,cortex,SomMot,38,-20,64
257,RH_SomMot_27,RH_SomMot_27,257,MNI,R,cortex,SomMot,32,-34,64
258,RH_SomMot_28,RH_SomMot_28,258,MNI,R,cortex,SomMot,30,-40,64
259,RH_SomMot_29,RH_SomMot_29,259,MNI,R,cortex,SomMot,34,-28,62
260,RH_SomMot_30,RH_SomMot_30,260,MNI,R,cortex,SomMot,4,-24,58
261,RH_SomMot_31,RH_SomMot_31,261,MNI,R,cortex,SomMot,28,-10,64
262,RH_SomMot_32,RH_SomMot_32,262,MNI,R,cortex,SomMot,10,-40,68
263,RH_SomMot_33,RH_SomMot_33,263,MNI,R,cortex,SomMot,22,-24,66
264,RH_SomMot_34,RH_SomMot_34,264,MNI,R,cortex,SomMot,22,-28,68
265,RH_SomMot_35,RH_SomMot_35,265,MNI,R,cortex,SomMot,22,-34,70
266,RH_SomMot_36,RH_SomMot_36,266,MNI,R,cortex,SomMot,16,-6,70
267,RH_SomMot_37,RH_SomMot_37,267,MNI,R,cortex,SomMot,16,-46,74
268,RH_SomMot_38,RH_SomMot_38,268,MNI,R,cortex,SomMot,6,-22,72
269,RH_SomMot_39,RH_SomMot_39,269,MNI,R,cortex,SomMot,16,-18,74
270,RH_SomMot_40,RH_SomMot_40,270,MNI,R,cortex,SomMot,12,-32,76
271,RH_DorsAttn_Post_1,RH_DorsAttn_Post_1,271,MNI,R,cortex,DorsAttn,50,-50,-18
272,RH_DorsAttn_Post_2,RH_DorsAttn_Post_2,272,MNI,R,cortex,DorsAttn,60,-54,-2
273,RH_DorsAttn_Post_3,RH_DorsAttn_Post_3,273,MNI,R,cortex,DorsAttn,54,-56,12
274,RH_DorsAttn_Post_4,RH_DorsAttn_Post_4,274,MNI,R,cortex,DorsAttn,46,-76,30
275,RH_DorsAttn_Post_5,RH_DorsAttn_Post_5,275,MNI,R,cortex,DorsAttn,32,-66,36
276,RH_DorsAttn_Post_6,RH_DorsAttn_Post_6,276,MNI,R,cortex,DorsAttn,58,-22,44
277,RH_DorsAttn_Post_7,RH_DorsAttn_Post_7,277,MNI,R,cortex,DorsAttn,18,-78,50
