Index,Name,Full_Name,Intensity,Space,Hemi
50,LH_Default_pCunPCC_2,LH_Default_pCunPCC_2,50,T1w,L
51,RH_Vis_1,RH_Vis_1,51,T1w,R
52,RH_Vis_2,RH_Vis_2,52,T1w,R
53,RH_Vis_3,RH_Vis_3,53,T1w,R
54,RH_Vis_4,RH_Vis_4,54,T1w,R
55,RH_Vis_5,RH_Vis_5,55,T1w,R
56,RH_Vis_6,RH_Vis_6,56,T1w,R
57,RH_Vis_7,RH_Vis_7,57,T1w,R
58,RH_Vis_8,RH_Vis_8,58,T1w,R
59,RH_SomMot_1,RH_SomMot_1,59,T1w,R
60,RH_SomMot_2,RH_SomMot_2,60,T1w,R
61,RH_SomMot_3,RH_SomMot_3,61,T1w,R
62,RH_SomMot_4,RH_SomMot_4,62,T1w,R
63,RH_SomMot_5,RH_SomMot_5,63,T1w,R
64,RH_SomMot_6,RH_SomMot_6,64,T1w,R
65,RH_SomMot_7,RH_SomMot_7,65,T1w,R
66,RH_SomMot_8,RH_SomMot_8,66,T1w,R
67,RH_DorsAttn_Post_1,RH_DorsAttn_Post_1,67,T1w,R
68,RH_DorsAttn_Post_2,RH_DorsAttn_Post_2,68,T1w,R
69,RH_DorsAttn_Post_3,RH_DorsAttn_Post_3,69,T1w,R
70,RH_DorsAttn_Post_4,RH_DorsAttn_Post_4,70,T1w,R
71,RH_DorsAttn_Post_5,RH_DorsAttn_Post_5,71,T1w,R
72,RH_DorsAttn_PrCv_1,RH_DorsAttn_PrCv_1,72,T1w,R
73,RH_DorsAttn_FEF_1,RH_DorsAttn_FEF_1,73,T1w,R
74,RH_SalVentAttn_TempOccPar_1,RH_SalVentAttn_TempOccPar_1,74,T1w,R
75,RH_SalVentAttn_TempOccPar_2,RH_SalVentAttn_TempOccPar_2,75,T1w,R
76,RH_SalVentAttn_FrOperIns_1,RH_SalVentAttn_FrOperIns_1,76,T1w,R
77,RH_SalVentAttn_Med_1,RH_SalVentAttn_Med_1,77,T1w,R
78,RH_SalVentAttn_Med_2,RH_SalVentAttn_Med_2,78,T1w,R
79,RH_Limbic_OFC_1,RH_Limbic_OFC_1,79,T1w,R
80,RH_Limbic_TempPole_1,RH_Limbic_TempPole_1,80,T1w,R
81,RH_Cont_Par_1,RH_Cont_Par_1,81,T1w,R
82,RH_Cont_Par_2,RH_Cont_Par_2,82,T1w,R
83,RH_Cont_PFCl_1,RH_Cont_PFCl_1,83,T1w,R
84,RH_Cont_PFCl_2,RH_Cont_PFCl_2,84,T1w,R
85,RH_Cont_PFCl_3,RH_Cont_PFCl_3,85,T1w,R
86,RH_Cont_PFCl_4,RH_Cont_PFCl_4,86,T1w,R
87,RH_Cont_Cing_1,RH_Cont_Cing_1,87,T1w,R
88,RH_Cont_PFCmp_1,RH_Cont_PFCmp_1,88,T1w,R
89,RH_Cont_pCun_1,RH_Cont_pCun_1,89,T1w,R
90,RH_Default_Par_1,RH_Default_Par_1,90,T1w,R
91,RH_Default_Temp_1,RH_Default_Temp_1,91,T1w,R
92,RH_Default_Temp_2,RH_Default_Temp_2,92,T1w,R
93,RH_Default_Temp_3,RH_Default_Temp_3,93,T1w,R
94,RH_Default_PFCv_1,RH_Default_PFCv_1,94,T1w,R
95,RH_Default_PFCv_2,RH_Default_PFCv_2,95,T1w,R
96,RH_Default_PFCdPFCm_1,RH_Default_PFCdPFCm_1,96,T1w,R
97,RH_Default_PFCdPFCm_2,RH_Default_PFCdPFCm_2,97,T1w,R
98,RH_Default_PFCdPFCm_3,RH_Default_PFCdPFCm_3,98,T1w,R
99,RH_Default_pCunPCC_1,RH_Default_pCunPCC_1,99,T1w,R
100,RH_Default_pCunPCC_2,RH_Default_pCunPCC_2,100,T1w,R
101,L_Cerebellum,L_Cerebellum,101,T1w,SubCor
102,L_Thalamus,L_Thalamus,102,T1w,SubCor
103,L_Caudate,L_Caudate,103,T1w,SubCor
104,L_Putamen,L_Putamen,104,T1w,SubCor
105,L_Pallidum,L_Pallidum,105,T1w,SubCor
106,L_Hippocampus,L_Hippocampus,106,T1w,SubCor
107,L_Amygdala,L_Amygdala,107,T1w,SubCor
108,L_Accumbens,L_Accumbens,108,T1w,SubCor
109,L_VentralDC,L_VentralDC,109,T1w,SubCor
110,R_Cerebellum,R_Cerebellum,110,T1w,SubCor
111,R_Thalamus,R_Thalamus,111,T1w,SubCor
112,R_Caudate,R_Caudate,112,T1w,SubCor
113,R_Putamen,R_Putamen,113,T1w,SubCor
114,R_Pallidum,R_Pallidum,114,T1w,SubCor
115,R_Hippocampus,R_Hippocampus,115,T1w,SubCor
116,R_Amygdala,R_Amygdala,116,T1w,SubCor
117,R_Accumbens,R_Accumbens,117,T1w,SubCor
118,R_VentralDC,R_VentralDC,118,T1w,SubCor
119,Brain-Stem,Brain-Stem,119,T1w,SubCor
