Index,Name,Full_Name,Intensity,Space,Hemi,Region,ICN,R,A,S
34,LH_Cont_Par_1,LH_Cont_Par_1,34,MNI,L,cortex,Cont,-38,-52,46
35,LH_Cont_PFCl_1,LH_Cont_PFCl_1,35,MNI,L,cortex,Cont,-44,32,20
36,LH_Cont_pCun_1,LH_Cont_pCun_1,36,MNI,L,cortex,Cont,-10,-74,38
37,LH_Cont_Cing_1,LH_Cont_Cing_1,37,MNI,L,cortex,Cont,-4,-26,34
38,LH_Default_Temp_1,LH_Default_Temp_1,38,MNI,L,cortex,Default,-56,-4,-20
39,LH_Default_Temp_2,LH_Default_Temp_2,39,MNI,L,cortex,Default,-58,-32,-2
40,LH_Default_Par_1,LH_Default_Par_1,40,MNI,L,cortex,Default,-58,-50,12
41,LH_Default_Par_2,LH_Default_Par_2,41,MNI,L,cortex,Default,-48,-64,36
42,LH_Default_PFC_1,LH_Default_PFC_1,42,MNI,L,cortex,Default,-34,22,-10
43,LH_Default_PFC_2,LH_Default_PFC_2,43,MNI,L,cortex,Default,-46,34,-4
44,LH_Default_PFC_3,LH_Default_PFC_3,44,MNI,L,cortex,Default,-6,46,0
45,LH_Default_PFC_4,LH_Default_PFC_4,45,MNI,L,cortex,Default,-24,60,-2
46,LH_Default_PFC_5,LH_Default_PFC_5,46,MNI,L,cortex,Default,-8,48,42
47,LH_Default_PFC_6,LH_Default_PFC_6,47,MNI,L,cortex,Default,-40,14,48
48,LH_Default_PFC_7,LH_Default_PFC_7,48,MNI,L,cortex,Default,-26,20,52
49,LH_Default_pCunPCC_1,LH_Default_pCunPCC_1,49,MNI,L,cortex,Default,-12,-56,12
50,LH_Default_pCunPCC_2,LH_Default_pCunPCC_2,50,MNI,L,cortex,Default,-6,-52,34
51,RH_Vis_1,RH_Vis_1,51,MNI,R,cortex,Vis,32,-32,-22
52,RH_Vis_2,RH_Vis_2,52,MNI,R,cortex,Vis,28,-66,-12
53,RH_Vis_3,RH_Vis_3,53,MNI,R,cortex,Vis,50,-60,-10
54,RH_Vis_4,RH_Vis_4,54,MNI,R,cortex,Vis,22,-96,-4
55,RH_Vis_5,RH_Vis_5,55,MNI,R,cortex,Vis,8,-76,6
56,RH_Vis_6,RH_Vis_6,56,MNI,R,cortex,Vis,18,-58,6
57,RH_Vis_7,RH_Vis_7,57,MNI,R,cortex,Vis,36,-82,16
58,RH_Vis_8,RH_Vis_8,58,MNI,R,cortex,Vis,12,-86,30
59,RH_SomMot_1,RH_SomMot_1,59,MNI,R,cortex,SomMot,52,-16,6
60,RH_SomMot_2,RH_SomMot_2,60,MNI,R,cortex,SomMot,40,-16,16
61,RH_SomMot_3,RH_SomMot_3,61,MNI,R,cortex,SomMot,56,-4,12
62,RH_SomMot_4,RH_SomMot_4,62,MNI,R,cortex,SomMot,58,-6,30
63,RH_SomMot_5,RH_SomMot_5,63,MNI,R,cortex,SomMot,46,-12,48
64,RH_SomMot_6,RH_SomMot_6,64,MNI,R,cortex,SomMot,40,-22,60
65,RH_SomMot_7,RH_SomMot_7,65,MNI,R,cortex,SomMot,30,-38,64
66,RH_SomMot_8,RH_SomMot_8,66,MNI,R,cortex,SomMot,6,-28,70
67,RH_DorsAttn_Post_1,RH_DorsAttn_Post_1,67,MNI,R,cortex,DorsAttn,50,-62,16
68,RH_DorsAttn_Post_2,RH_DorsAttn_Post_2,68,MNI,R,cortex,DorsAttn,50,-24,42
69,RH_DorsAttn_Post_3,RH_DorsAttn_Post_3,69,MNI,R,cortex,DorsAttn,38,-46,50
70,RH_DorsAttn_Post_4,RH_DorsAttn_Post_4,70,MNI,R,cortex,DorsAttn,26,-66,52
71,RH_DorsAttn_Post_5,RH_DorsAttn_Post_5,71,MNI,R,cortex,DorsAttn,14,-52,66
72,RH_DorsAttn_PrCv_1,RH_DorsAttn_PrCv_1,72,MNI,R,cortex,DorsAttn,48,10,26
73,RH_DorsAttn_FEF_1,RH_DorsAttn_FEF_1,73,MNI,R,cortex,DorsAttn,28,-2,60
74,RH_SalVentAttn_TempOccPar_1,RH_SalVentAttn_TempOccPar_1,74,MNI,R,cortex,SalVentAttn,58,-42,12
75,RH_SalVentAttn_TempOccPar_2,RH_SalVentAttn_TempOccPar_2,75,MNI,R,cortex,SalVentAttn,60,-26,28
76,RH_SalVentAttn_FrOperIns_1,RH_SalVentAttn_FrOperIns_1,76,MNI,R,cortex,SalVentAttn,40,8,2
77,RH_SalVentAttn_Med_1,RH_SalVentAttn_Med_1,77,MNI,R,cortex,SalVentAttn,12,-32,46
78,RH_SalVentAttn_Med_2,RH_SalVentAttn_Med_2,78,MNI,R,cortex,SalVentAttn,8,6,52
79,RH_Limbic_OFC_1,RH_Limbic_OFC_1,79,MNI,R,cortex,Limbic,12,34,-20
80,RH_Limbic_TempPole_1,RH_Limbic_TempPole_1,80,MNI,R,cortex,Limbic,38,0,-38
81,RH_Cont_Par_1,RH_Cont_Par_1,81,MNI,R,cortex,Cont,58,-38,44
82,RH_Cont_Par_2,RH_Cont_Par_2,82,MNI,R,cortex,Cont,46,-62,46
83,RH_Cont_PFCl_1,RH_Cont_PFCl_1,83,MNI,R,cortex,Cont,30,58,-2
84,RH_Cont_PFCl_2,RH_Cont_PFCl_2,84,MNI,R,cortex,Cont,46,38,16
85,RH_Cont_PFCl_3,RH_Cont_PFCl_3,85,MNI,R,cortex,Cont,32,46,30
86,RH_Cont_PFCl_4,RH_Cont_PFCl_4,86,MNI,R,cortex,Cont,44,16,44
87,RH_Cont_Cing_1,RH_Cont_Cing_1,87,MNI,R,cortex,Cont,6,-28,34
88,RH_Cont_PFCmp_1,RH_Cont_PFCmp_1,88,MNI,R,cortex,Cont,6,28,30
89,RH_Cont_pCun_1,RH_Cont_pCun_1,89,MNI,R,cortex,Cont,10,-66,42
90,RH_Default_Par_1,RH_Default_Par_1,90,MNI,R,cortex,Default,54,-50,30
91,RH_Default_Temp_1,RH_Default_Temp_1,91,MNI,R,cortex,Default,62,-24,-18
92,RH_Default_Temp_2,RH_Default_Temp_2,92,MNI,R,cortex,Default,50,6,-18
93,RH_Default_Temp_3,RH_Default_Temp_3,93,MNI,R,cortex,Default,58,-26,-2
94,RH_Default_PFCv_1,RH_Default_PFCv_1,94,MNI,R,cortex,Default,36,26,-16
95,RH_Default_PFCv_2,RH_Default_PFCv_2,95,MNI,R,cortex,Default,50,28,0
96,RH_Default_PFCdPFCm_1,RH_Default_PFCdPFCm_1,96,MNI,R,cortex,Default,6,48,0
97,RH_Default_PFCdPFCm_2,RH_Default_PFCdPFCm_2,97,MNI,R,cortex,Default,12,50,40
98,RH_Default_PFCdPFCm_3,RH_Default_PFCdPFCm_3,98,MNI,R,cortex,Default,26,24,50
99,RH_Default_pCunPCC_1,RH_Default_pCunPCC_1,99,MNI,R,cortex,Default,12,-54,14
100,RH_Default_pCunPCC_2,RH_Default_pCunPCC_2,100,MNI,R,cortex,Default,6,-52,30
