Index,Name,Full_Name,Intensity,Space,Hemi,Region,ICN,R,A,S
24,LH_Vis_24,LH_Vis_24,24,T1w,L,cortex,Vis,-34,-92,-10
25,LH_Vis_25,LH_Vis_25,25,T1w,L,cortex,Vis,-10,-62,-2
26,LH_Vis_26,LH_Vis_26,26,T1w,L,cortex,Vis,-6,-70,-2
27,LH_Vis_27,LH_Vis_27,27,T1w,L,cortex,Vis,-4,-90,-12
28,LH_Vis_28,LH_Vis_28,28,T1w,L,cortex,Vis,-20,-100,-12
29,LH_Vis_29,LH_Vis_29,29,T1w,L,cortex,Vis,-46,-82,-2
30,LH_Vis_30,LH_Vis_30,30,T1w,L,cortex,Vis,-10,-98,-12
31,LH_Vis_31,LH_Vis_31,31,T1w,L,cortex,Vis,-14,-42,-4
32,LH_Vis_32,LH_Vis_32,32,T1w,L,cortex,Vis,-8,-62,2
33,LH_Vis_33,LH_Vis_33,33,T1w,L,cortex,Vis,-30,-96,-2
34,LH_Vis_34,LH_Vis_34,34,T1w,L,cortex,Vis,-36,-90,0
35,LH_Vis_35,LH_Vis_35,35,T1w,L,cortex,Vis,-4,-80,2
36,LH_Vis_36,LH_Vis_36,36,T1w,L,cortex,Vis,-44,-70,6
37,LH_Vis_37,LH_Vis_37,37,T1w,L,cortex,Vis,-4,-68,6
38,LH_Vis_38,LH_Vis_38,38,T1w,L,cortex,Vis,-16,-56,0
39,LH_Vis_39,LH_Vis_39,39,T1w,L,cortex,Vis,-8,-94,-2
40,LH_Vis_40,LH_Vis_40,40,T1w,L,cortex,Vis,-6,-104,-2
41,LH_Vis_41,LH_Vis_41,41,T1w,L,cortex,Vis,-12,-46,2
42,LH_Vis_42,LH_Vis_42,42,T1w,L,cortex,Vis,-48,-78,8
43,LH_Vis_43,LH_Vis_43,43,T1w,L,cortex,Vis,-6,-88,2
44,LH_Vis_44,LH_Vis_44,44,T1w,L,cortex,Vis,-18,-102,2
45,LH_Vis_45,LH_Vis_45,45,T1w,L,cortex,Vis,-44,-86,10
46,LH_Vis_46,LH_Vis_46,46,T1w,L,cortex,Vis,-16,-68,4
47,LH_Vis_47,LH_Vis_47,47,T1w,L,cortex,Vis,-12,-76,8
48,LH_Vis_48,LH_Vis_48,48,T1w,L,cortex,Vis,-14,-50,4
49,LH_Vis_49,LH_Vis_49,49,T1w,L,cortex,Vis,-24,-96,8
50,LH_Vis_50,LH_Vis_50,50,T1w,L,cortex,Vis,-24,-58,6
51,LH_Vis_51,LH_Vis_51,51,T1w,L,cortex,Vis,-6,-82,10
52,LH_Vis_52,LH_Vis_52,52,T1w,L,cortex,Vis,-2,-94,4
53,LH_Vis_53,LH_Vis_53,53,T1w,L,cortex,Vis,-32,-88,10
54,LH_Vis_54,LH_Vis_54,54,T1w,L,cortex,Vis,-8,-100,10
55,LH_Vis_55,LH_Vis_55,55,T1w,L,cortex,Vis,-16,-58,8
56,LH_Vis_56,LH_Vis_56,56,T1w,L,cortex,Vis,-18,-64,10
57,LH_Vis_57,LH_Vis_57,57,T1w,L,cortex,Vis,-8,-70,12
58,LH_Vis_58,LH_Vis_58,58,T1w,L,cortex,Vis,-18,-98,18
59,LH_Vis_59,LH_Vis_59,59,T1w,L,cortex,Vis,-48,-76,20
60,LH_Vis_60,LH_Vis_60,60,T1w,L,cortex,Vis,0,-80,12
61,LH_Vis_61,LH_Vis_61,61,T1w,L,cortex,Vis,-42,-80,16
62,LH_Vis_62,LH_Vis_62,62,T1w,L,cortex,Vis,-4,-92,16
63,LH_Vis_63,LH_Vis_63,63,T1w,L,cortex,Vis,-18,-60,16
64,LH_Vis_64,LH_Vis_64,64,T1w,L,cortex,Vis,-26,-90,20
65,LH_Vis_65,LH_Vis_65,65,T1w,L,cortex,Vis,-34,-90,20
66,LH_Vis_66,LH_Vis_66,66,T1w,L,cortex,Vis,-8,-68,16
67,LH_Vis_67,LH_Vis_67,67,T1w,L,cortex,Vis,-2,-82,22
68,LH_Vis_68,LH_Vis_68,68,T1w,L,cortex,Vis,-10,-96,26
69,LH_Vis_69,LH_Vis_69,69,T1w,L,cortex,Vis,-16,-66,16
70,LH_Vis_70,LH_Vis_70,70,T1w,L,cortex,Vis,-18,-90,24
71,LH_Vis_71,LH_Vis_71,71,T1w,L,cortex,Vis,-4,-76,26
72,LH_Vis_72,LH_Vis_72,72,T1w,L,cortex,Vis,-28,-82,20
73,LH_Vis_73,LH_Vis_73,73,T1w,L,cortex,Vis,-6,-88,32
74,LH_Vis_74,LH_Vis_74,74,T1w,L,cortex,Vis,-32,-84,26
75,LH_Vis_75,LH_Vis_75,75,T1w,L,cortex,Vis,-14,-74,24
76,LH_Vis_76,LH_Vis_76,76,T1w,L,cortex,Vis,-18,-90,34
77,LH_Vis_77,LH_Vis_77,77,T1w,L,cortex,Vis,-24,-82,30
78,LH_Vis_78,LH_Vis_78,78,T1w,L,cortex,Vis,-12,-80,34
79,LH_Vis_79,LH_Vis_79,79,T1w,L,cortex,Vis,-14,-86,42
80,LH_Vis_80,LH_Vis_80,80,T1w,L,cortex,Vis,-22,-82,42
81,LH_Vis_81,LH_Vis_81,81,T1w,L,cortex,Vis,-12,-78,44
82,LH_SomMot_1,LH_SomMot_1,82,T1w,L,cortex,SomMot,-50,6,-8
83,LH_SomMot_2,LH_SomMot_2,83,T1w,L,cortex,SomMot,-56,-4,0
84,LH_SomMot_3,LH_SomMot_3,84,T1w,L,cortex,SomMot,-62,-12,4
85,LH_SomMot_4,LH_SomMot_4,85,T1w,L,cortex,SomMot,-66,-18,6
86,LH_SomMot_5,LH_SomMot_5,86,T1w,L,cortex,SomMot,-52,-14,6
87,LH_SomMot_6,LH_SomMot_6,87,T1w,L,cortex,SomMot,-42,-20,2
88,LH_SomMot_7,LH_SomMot_7,88,T1w,L,cortex,SomMot,-66,-30,6
89,LH_SomMot_8,LH_SomMot_8,89,T1w,L,cortex,SomMot,-52,-20,6
90,LH_SomMot_9,LH_SomMot_9,90,T1w,L,cortex,SomMot,-60,-26,10
91,LH_SomMot_10,LH_SomMot_10,91,T1w,L,cortex,SomMot,-40,-24,12
92,LH_SomMot_11,LH_SomMot_11,92,T1w,L,cortex,SomMot,-34,-24,10
93,LH_SomMot_12,LH_SomMot_12,93,T1w,L,cortex,SomMot,-36,-14,14
94,LH_SomMot_13,LH_SomMot_13,94,T1w,L,cortex,SomMot,-62,-40,10
95,LH_SomMot_14,LH_SomMot_14,95,T1w,L,cortex,SomMot,-42,-30,8
96,LH_SomMot_15,LH_SomMot_15,96,T1w,L,cortex,SomMot,-34,-30,16
97,LH_SomMot_16,LH_SomMot_16,97,T1w,L,cortex,SomMot,-34,-22,18
98,LH_SomMot_17,LH_SomMot_17,98,T1w,L,cortex,SomMot,-40,-14,18
99,LH_SomMot_18,LH_SomMot_18,99,T1w,L,cortex,SomMot,-48,-34,12
100,LH_SomMot_19,LH_SomMot_19,100,T1w,L,cortex,SomMot,-54,-46,14
101,LH_SomMot_20,LH_SomMot_20,101,T1w,L,cortex,SomMot,-58,-36,16
102,LH_SomMot_21,LH_SomMot_21,102,T1w,L,cortex,SomMot,-48,-14,14
103,LH_SomMot_22,LH_SomMot_22,103,T1w,L,cortex,SomMot,-54,-8,10
104,LH_SomMot_23,LH_SomMot_23,104,T1w,L,cortex,SomMot,-64,-46,14
105,LH_SomMot_24,LH_SomMot_24,105,T1w,L,cortex,SomMot,-40,-26,20
106,LH_SomMot_25,LH_SomMot_25,106,T1w,L,cortex,SomMot,-40,-36,16
107,LH_SomMot_26,LH_SomMot_26,107,T1w,L,cortex,SomMot,-58,-14,14
108,LH_SomMot_27,LH_SomMot_27,108,T1w,L,cortex,SomMot,-60,-2,12
109,LH_SomMot_28,LH_SomMot_28,109,T1w,L,cortex,SomMot,-48,-22,18
110,LH_SomMot_29,LH_SomMot_29,110,T1w,L,cortex,SomMot,-66,-12,16
111,LH_SomMot_30,LH_SomMot_30,111,T1w,L,cortex,SomMot,-48,-30,18
112,LH_SomMot_31,LH_SomMot_31,112,T1w,L,cortex,SomMot,-62,-18,20
113,LH_SomMot_32,LH_SomMot_32,113,T1w,L,cortex,SomMot,-60,2,22
114,LH_SomMot_33,LH_SomMot_33,114,T1w,L,cortex,SomMot,-60,-6,20
115,LH_SomMot_34,LH_SomMot_34,115,T1w,L,cortex,SomMot,-64,-10,28
116,LH_SomMot_35,LH_SomMot_35,116,T1w,L,cortex,SomMot,-56,-2,28
117,LH_SomMot_36,LH_SomMot_36,117,T1w,L,cortex,SomMot,-54,-10,32
118,LH_SomMot_37,LH_SomMot_37,118,T1w,L,cortex,SomMot,-60,-10,38
119,LH_SomMot_38,LH_SomMot_38,119,T1w,L,cortex,SomMot,-54,-6,36
120,LH_SomMot_39,LH_SomMot_39,120,T1w,L,cortex,SomMot,-56,-20,42
121,LH_SomMot_40,LH_SomMot_40,121,T1w,L,cortex,SomMot,-50,-16,40
122,LH_SomMot_41,LH_SomMot_41,122,T1w,L,cortex,SomMot,-44,-12,38
123,LH_SomMot_42,LH_SomMot_42,123,T1w,L,cortex,SomMot,-8,-6,42
124,LH_SomMot_43,LH_SomMot_43,124,T1w,L,cortex,SomMot,-52,-4,48
125,LH_SomMot_44,LH_SomMot_44,125,T1w,L,cortex,SomMot,-56,-16,50
126,LH_SomMot_45,LH_SomMot_45,126,T1w,L,cortex,SomMot,-46,-28,44
127,LH_SomMot_46,LH_SomMot_46,127,T1w,L,cortex,SomMot,-38,-18,40
128,LH_SomMot_47,LH_SomMot_47,128,T1w,L,cortex,SomMot,-8,-10,48
129,LH_SomMot_48,LH_SomMot_48,129,T1w,L,cortex,SomMot,-50,-26,54
130,LH_SomMot_49,LH_SomMot_49,130,T1w,L,cortex,SomMot,-44,-12,50
131,LH_SomMot_50,LH_SomMot_50,131,T1w,L,cortex,SomMot,-48,-18,54
132,LH_SomMot_51,LH_SomMot_51,132,T1w,L,cortex,SomMot,-8,-20,48
133,LH_SomMot_52,LH_SomMot_52,133,T1w,L,cortex,SomMot,-36,-20,46
134,LH_SomMot_53,LH_SomMot_53,134,T1w,L,cortex,SomMot,-40,-4,58
135,LH_SomMot_54,LH_SomMot_54,135,T1w,L,cortex,SomMot,-6,-28,50
136,LH_SomMot_55,LH_SomMot_55,136,T1w,L,cortex,SomMot,-4,-12,54
137,LH_SomMot_56,LH_SomMot_56,137,T1w,L,cortex,SomMot,-40,-16,58
138,LH_SomMot_57,LH_SomMot_57,138,T1w,L,cortex,SomMot,-44,-32,64
139,LH_SomMot_58,LH_SomMot_58,139,T1w,L,cortex,SomMot,-40,-26,54
140,LH_SomMot_59,LH_SomMot_59,140,T1w,L,cortex,SomMot,-34,-46,62
141,LH_SomMot_60,LH_SomMot_60,141,T1w,L,cortex,SomMot,-4,-22,58
142,LH_SomMot_61,LH_SomMot_61,142,T1w,L,cortex,SomMot,-34,-38,62
143,LH_SomMot_62,LH_SomMot_62,143,T1w,L,cortex,SomMot,-8,-40,58
144,LH_SomMot_63,LH_SomMot_63,144,T1w,L,cortex,SomMot,-28,-12,60
145,LH_SomMot_64,LH_SomMot_64,145,T1w,L,cortex,SomMot,-36,-16,68
146,LH_SomMot_65,LH_SomMot_65,146,T1w,L,cortex,SomMot,-4,-12,62
147,LH_SomMot_66,LH_SomMot_66,147,T1w,L,cortex,SomMot,-32,-30,64
148,LH_SomMot_67,LH_SomMot_67,148,T1w,L,cortex,SomMot,-30,-24,60
149,LH_SomMot_68,LH_SomMot_68,149,T1w,L,cortex,SomMot,-2,-32,60
150,LH_SomMot_69,LH_SomMot_69,150,T1w,L,cortex,SomMot,-26,-40,62
151,LH_SomMot_70,LH_SomMot_70,151,T1w,L,cortex,SomMot,-24,-48,64
152,LH_SomMot_71,LH_SomMot_71,152,T1w,L,cortex,SomMot,-24,-12,72
153,LH_SomMot_72,LH_SomMot_72,153,T1w,L,cortex,SomMot,-28,-32,72
154,LH_SomMot_73,LH_SomMot_73,154,T1w,L,cortex,SomMot,-4,-22,64
155,LH_SomMot_74,LH_SomMot_74,155,T1w,L,cortex,SomMot,-22,-28,56
156,LH_SomMot_75,LH_SomMot_75,156,T1w,L,cortex,SomMot,-16,-10,66
157,LH_SomMot_76,LH_SomMot_76,157,T1w,L,cortex,SomMot,-12,-46,70
158,LH_SomMot_77,LH_SomMot_77,158,T1w,L,cortex,SomMot,-24,-20,72
159,LH_SomMot_78,LH_SomMot_78,159,T1w,L,cortex,SomMot,-4,-42,66
160,LH_SomMot_79,LH_SomMot_79,160,T1w,L,cortex,SomMot,-20,-50,68
161,LH_SomMot_80,LH_SomMot_80,161,T1w,L,cortex,SomMot,-18,-26,64
162,LH_SomMot_81,LH_SomMot_81,162,T1w,L,cortex,SomMot,-22,-38,72
163,LH_SomMot_82,LH_SomMot_82,163,T1w,L,cortex,SomMot,-12,-8,72
164,LH_SomMot_83,LH_SomMot_83,164,T1w,L,cortex,SomMot,-14,-50,74
165,LH_SomMot_84,LH_SomMot_84,165,T1w,L,cortex,SomMot,-20,-30,68
166,LH_SomMot_85,LH_SomMot_85,166,T1w,L,cortex,SomMot,-16,-14,74
167,LH_SomMot_86,LH_SomMot_86,167,T1w,L,cortex,SomMot,-8,-16,74
168,LH_SomMot_87,LH_SomMot_87,168,T1w,L,cortex,SomMot,-2,-30,70
169,LH_SomMot_88,LH_SomMot_88,169,T1w,L,cortex,SomMot,-8,-40,76
170,LH_SomMot_89,LH_SomMot_89,170,T1w,L,cortex,SomMot,-18,-40,74
171,LH_SomMot_90,LH_SomMot_90,171,T1w,L,cortex,SomMot,-12,-26,74
172,LH_SomMot_91,LH_SomMot_91,172,T1w,L,cortex,SomMot,-10,-34,72
173,LH_DorsAttn_Post_1,LH_DorsAttn_Post_1,173,T1w,L,cortex,DorsAttn,-44,-42,-22
174,LH_DorsAttn_Post_2,LH_DorsAttn_Post_2,174,T1w,L,cortex,DorsAttn,-50,-48,-20
175,LH_DorsAttn_Post_3,LH_DorsAttn_Post_3,175,T1w,L,cortex,DorsAttn,-42,-54,-16
176,LH_DorsAttn_Post_4,LH_DorsAttn_Post_4,176,T1w,L,cortex,DorsAttn,-44,-58,-10
177,LH_DorsAttn_Post_5,LH_DorsAttn_Post_5,177,T1w,L,cortex,DorsAttn,-48,-62,-6
178,LH_DorsAttn_Post_6,LH_DorsAttn_Post_6,178,T1w,L,cortex,DorsAttn,-58,-60,-4
179,LH_DorsAttn_Post_7,LH_DorsAttn_Post_7,179,T1w,L,cortex,DorsAttn,-48,-66,2
180,LH_DorsAttn_Post_8,LH_DorsAttn_Post_8,180,T1w,L,cortex,DorsAttn,-54,-68,6
181,LH_DorsAttn_Post_9,LH_DorsAttn_Post_9,181,T1w,L,cortex,DorsAttn,-58,-60,6
182,LH_DorsAttn_Post_10,LH_DorsAttn_Post_10,182,T1w,L,cortex,DorsAttn,-48,-62,10
183,LH_DorsAttn_Post_11,LH_DorsAttn_Post_11,183,T1w,L,cortex,DorsAttn,-48,-70,16
184,LH_DorsAttn_Post_12,LH_DorsAttn_Post_12,184,T1w,L,cortex,DorsAttn,-44,-62,16
185,LH_DorsAttn_Post_13,LH_DorsAttn_Post_13,185,T1w,L,cortex,DorsAttn,-42,-72,22
186,LH_DorsAttn_Post_14,LH_DorsAttn_Post_14,186,T1w,L,cortex,DorsAttn,-38,-86,24
187,LH_DorsAttn_Post_15,LH_DorsAttn_Post_15,187,T1w,L,cortex,DorsAttn,-44,-78,28
188,LH_DorsAttn_Post_16,LH_DorsAttn_Post_16,188,T1w,L,cortex,DorsAttn,-36,-84,34
189,LH_DorsAttn_Post_17,LH_DorsAttn_Post_17,189,T1w,L,cortex,DorsAttn,-30,-76,30
190,LH_DorsAttn_Post_18,LH_DorsAttn_Post_18,190,T1w,L,cortex,DorsAttn,-28,-70,26
191,LH_DorsAttn_Post_19,LH_DorsAttn_Post_19,191,T1w,L,cortex,DorsAttn,-58,-22,38
192,LH_DorsAttn_Post_20,LH_DorsAttn_Post_20,192,T1w,L,cortex,DorsAttn,-22,-72,36
193,LH_DorsAttn_Post_21,LH_DorsAttn_Post_21,193,T1w,L,cortex,DorsAttn,-26,-68,38
194,LH_DorsAttn_Post_22,LH_DorsAttn_Post_22,194,T1w,L,cortex,DorsAttn,-58,-30,46
195,LH_DorsAttn_Post_23,LH_DorsAttn_Post_23,195,T1w,L,cortex,DorsAttn,-52,-28,42
196,LH_DorsAttn_Post_24,LH_DorsAttn_Post_24,196,T1w,L,cortex,DorsAttn,-52,-34,44
197,LH_DorsAttn_Post_25,LH_DorsAttn_Post_25,197,T1w,L,cortex,DorsAttn,-42,-40,42
198,LH_DorsAttn_Post_26,LH_DorsAttn_Post_26,198,T1w,L,cortex,DorsAttn,-24,-64,48
199,LH_DorsAttn_Post_27,LH_DorsAttn_Post_27,199,T1w,L,cortex,DorsAttn,-18,-78,50
200,LH_DorsAttn_Post_28,LH_DorsAttn_Post_28,200,T1w,L,cortex,DorsAttn,-42,-32,42
201,LH_DorsAttn_Post_29,LH_DorsAttn_Post_29,201,T1w,L,cortex,DorsAttn,-20,-68,46
202,LH_DorsAttn_Post_30,LH_DorsAttn_Post_30,202,T1w,L,cortex,DorsAttn,-32,-40,42
203,LH_DorsAttn_Post_31,LH_DorsAttn_Post_31,203,T1w,L,cortex,DorsAttn,-28,-60,52
204,LH_DorsAttn_Post_32,LH_DorsAttn_Post_32,204,T1w,L,cortex,DorsAttn,-32,-48,46
205,LH_DorsAttn_Post_33,LH_DorsAttn_Post_33,205,T1w,L,cortex,DorsAttn,-28,-54,48
206,LH_DorsAttn_Post_34,LH_DorsAttn_Post_34,206,T1w,L,cortex,DorsAttn,-6,-76,52
207,LH_DorsAttn_Post_35,LH_DorsAttn_Post_35,207,T1w,L,cortex,DorsAttn,-40,-36,50
208,LH_DorsAttn_Post_36,LH_DorsAttn_Post_36,208,T1w,L,cortex,DorsAttn,-26,-64,56
209,LH_DorsAttn_Post_37,LH_DorsAttn_Post_37,209,T1w,L,cortex,DorsAttn,-28,-56,56
210,LH_DorsAttn_Post_38,LH_DorsAttn_Post_38,210,T1w,L,cortex,DorsAttn,-14,-72,56
211,LH_DorsAttn_Post_39,LH_DorsAttn_Post_39,211,T1w,L,cortex,DorsAttn,-38,-42,56
212,LH_DorsAttn_Post_40,LH_DorsAttn_Post_40,212,T1w,L,cortex,DorsAttn,-38,-52,58
213,LH_DorsAttn_Post_41,LH_DorsAttn_Post_41,213,T1w,L,cortex,DorsAttn,-8,-70,60
214,LH_DorsAttn_Post_42,LH_DorsAttn_Post_42,214,T1w,L,cortex,DorsAttn,-22,-68,62
215,LH_DorsAttn_Post_43,LH_DorsAttn_Post_43,215,T1w,L,cortex,DorsAttn,-30,-62,62
216,LH_DorsAttn_Post_44,LH_DorsAttn_Post_44,216,T1w,L,cortex,DorsAttn,-4,-54,58
217,LH_DorsAttn_Post_45,LH_DorsAttn_Post_45,217,T1w,L,cortex,DorsAttn,-6,-62,60
218,LH_DorsAttn_Post_46,LH_DorsAttn_Post_46,218,T1w,L,cortex,DorsAttn,-14,-64,60
219,LH_DorsAttn_Post_47,LH_DorsAttn_Post_47,219,T1w,L,cortex,DorsAttn,-32,-52,68
220,LH_DorsAttn_Post_48,LH_DorsAttn_Post_48,220,T1w,L,cortex,DorsAttn,-22,-58,64
221,LH_DorsAttn_Post_49,LH_DorsAttn_Post_49,221,T1w,L,cortex,DorsAttn,-6,-54,68
222,LH_DorsAttn_Post_50,LH_DorsAttn_Post_50,222,T1w,L,cortex,DorsAttn,-14,-58,68
223,LH_DorsAttn_FEF_1,LH_DorsAttn_FEF_1,223,T1w,L,cortex,DorsAttn,-42,-2,50
224,LH_DorsAttn_FEF_2,LH_DorsAttn_FEF_2,224,T1w,L,cortex,DorsAttn,-28,4,58
225,LH_DorsAttn_FEF_3,LH_DorsAttn_FEF_3,225,T1w,L,cortex,DorsAttn,-32,-4,52
226,LH_DorsAttn_FEF_4,LH_DorsAttn_FEF_4,226,T1w,L,cortex,DorsAttn,-24,-6,52
227,LH_DorsAttn_FEF_5,LH_DorsAttn_FEF_5,227,T1w,L,cortex,DorsAttn,-22,8,62
228,LH_DorsAttn_FEF_6,LH_DorsAttn_FEF_6,228,T1w,L,cortex,DorsAttn,-20,-6,60
229,LH_DorsAttn_FEF_7,LH_DorsAttn_FEF_7,229,T1w,L,cortex,DorsAttn,-20,0,68
230,LH_DorsAttn_PrCv_1,LH_DorsAttn_PrCv_1,230,T1w,L,cortex,DorsAttn,-52,6,28
231,LH_DorsAttn_PrCv_2,LH_DorsAttn_PrCv_2,231,T1w,L,cortex,DorsAttn,-54,6,34
232,LH_DorsAttn_PrCv_3,LH_DorsAttn_PrCv_3,232,T1w,L,cortex,DorsAttn,-42,2,32
233,LH_DorsAttn_PrCv_4,LH_DorsAttn_PrCv_4,233,T1w,L,cortex,DorsAttn,-50,2,40
234,LH_SalVentAttn_ParOper_1,LH_SalVentAttn_ParOper_1,234,T1w,L,cortex,SalVentAttn,-48,-40,24
235,LH_SalVentAttn_ParOper_2,LH_SalVentAttn_ParOper_2,235,T1w,L,cortex,SalVentAttn,-58,-44,22
236,LH_SalVentAttn_ParOper_3,LH_SalVentAttn_ParOper_3,236,T1w,L,cortex,SalVentAttn,-60,-24,20
237,LH_SalVentAttn_ParOper_4,LH_SalVentAttn_ParOper_4,237,T1w,L,cortex,SalVentAttn,-54,-40,30
238,LH_SalVentAttn_ParOper_5,LH_SalVentAttn_ParOper_5,238,T1w,L,cortex,SalVentAttn,-58,-32,24
239,LH_SalVentAttn_ParOper_6,LH_SalVentAttn_ParOper_6,239,T1w,L,cortex,SalVentAttn,-62,-44,30
240,LH_SalVentAttn_ParOper_7,LH_SalVentAttn_ParOper_7,240,T1w,L,cortex,SalVentAttn,-58,-18,30
241,LH_SalVentAttn_ParOper_8,LH_SalVentAttn_ParOper_8,241,T1w,L,cortex,SalVentAttn,-62,-36,34
242,LH_SalVentAttn_ParOper_9,LH_SalVentAttn_ParOper_9,242,T1w,L,cortex,SalVentAttn,-64,-28,34
243,LH_SalVentAttn_TempOcc_1,LH_SalVentAttn_TempOcc_1,243,T1w,L,cortex,SalVentAttn,-56,-58,14
244,LH_SalVentAttn_TempOcc_2,LH_SalVentAttn_TempOcc_2,244,T1w,L,cortex,SalVentAttn,-48,-50,12
245,LH_SalVentAttn_FrOperIns_1,LH_SalVentAttn_FrOperIns_1,245,T1w,L,cortex,SalVentAttn,-36,6,-16
246,LH_SalVentAttn_FrOperIns_2,LH_SalVentAttn_FrOperIns_2,246,T1w,L,cortex,SalVentAttn,-38,2,-10
247,LH_SalVentAttn_FrOperIns_3,LH_SalVentAttn_FrOperIns_3,247,T1w,L,cortex,SalVentAttn,-38,10,-2
248,LH_SalVentAttn_FrOperIns_4,LH_SalVentAttn_FrOperIns_4,248,T1w,L,cortex,SalVentAttn,-40,-10,-10
249,LH_SalVentAttn_FrOperIns_5,LH_SalVentAttn_FrOperIns_5,249,T1w,L,cortex,SalVentAttn,-34,30,0
250,LH_SalVentAttn_FrOperIns_6,LH_SalVentAttn_FrOperIns_6,250,T1w,L,cortex,SalVentAttn,-46,-12,-4
251,LH_SalVentAttn_FrOperIns_7,LH_SalVentAttn_FrOperIns_7,251,T1w,L,cortex,SalVentAttn,-32,20,4
252,LH_SalVentAttn_FrOperIns_8,LH_SalVentAttn_FrOperIns_8,252,T1w,L,cortex,SalVentAttn,-40,-2,2
253,LH_SalVentAttn_FrOperIns_9,LH_SalVentAttn_FrOperIns_9,253,T1w,L,cortex,SalVentAttn,-38,-16,2
254,LH_SalVentAttn_FrOperIns_10,LH_SalVentAttn_FrOperIns_10,254,T1w,L,cortex,SalVentAttn,-32,26,8
255,LH_SalVentAttn_FrOperIns_11,LH_SalVentAttn_FrOperIns_11,255,T1w,L,cortex,SalVentAttn,-32,14,10
256,LH_SalVentAttn_FrOperIns_12,LH_SalVentAttn_FrOperIns_12,256,T1w,L,cortex,SalVentAttn,-36,-4,10
257,LH_SalVentAttn_FrOperIns_13,LH_SalVentAttn_FrOperIns_13,257,T1w,L,cortex,SalVentAttn,-38,18,8
258,LH_SalVentAttn_FrOperIns_14,LH_SalVentAttn_FrOperIns_14,258,T1w,L,cortex,SalVentAttn,-38,6,10
259,LH_SalVentAttn_FrOperIns_15,LH_SalVentAttn_FrOperIns_15,259,T1w,L,cortex,SalVentAttn,-38,-4,16
260,LH_SalVentAttn_FrOperIns_16,LH_SalVentAttn_FrOperIns_16,260,T1w,L,cortex,SalVentAttn,-42,14,2
261,LH_SalVentAttn_FrOperIns_17,LH_SalVentAttn_FrOperIns_17,261,T1w,L,cortex,SalVentAttn,-44,-2,12
262,LH_SalVentAttn_FrOperIns_18,LH_SalVentAttn_FrOperIns_18,262,T1w,L,cortex,SalVentAttn,-46,6,2
263,LH_SalVentAttn_FrOperIns_19,LH_SalVentAttn_FrOperIns_19,263,T1w,L,cortex,SalVentAttn,-48,-4,6
264,LH_SalVentAttn_FrOperIns_20,LH_SalVentAttn_FrOperIns_20,264,T1w,L,cortex,SalVentAttn,-54,6,2
265,LH_SalVentAttn_FrOperIns_21,LH_SalVentAttn_FrOperIns_21,265,T1w,L,cortex,SalVentAttn,-58,2,8
266,LH_SalVentAttn_FrOperIns_22,LH_SalVentAttn_FrOperIns_22,266,T1w,L,cortex,SalVentAttn,-54,8,12
267,LH_SalVentAttn_FrOperIns_23,LH_SalVentAttn_FrOperIns_23,267,T1w,L,cortex,SalVentAttn,-60,6,18
268,LH_SalVentAttn_PFCl_1,LH_SalVentAttn_PFCl_1,268,T1w,L,cortex,SalVentAttn,-30,42,30
