Index,Name,Full_Name,Intensity,Space,Hemi
51,LH_SalVentAttn_PFCl_1,LH_SalVentAttn_PFCl_1,51,T1w,L
52,LH_SalVentAttn_Med_1,LH_SalVentAttn_Med_1,52,T1w,L
53,LH_SalVentAttn_Med_2,LH_SalVentAttn_Med_2,53,T1w,L
54,LH_SalVentAttn_Med_3,LH_SalVentAttn_Med_3,54,T1w,L
55,LH_Limbic_OFC_1,LH_Limbic_OFC_1,55,T1w,L
56,LH_Limbic_OFC_2,LH_Limbic_OFC_2,56,T1w,L
57,LH_Limbic_TempPole_1,LH_Limbic_TempPole_1,57,T1w,L
58,LH_Limbic_TempPole_2,LH_Limbic_TempPole_2,58,T1w,L
59,LH_Limbic_TempPole_3,LH_Limbic_TempPole_3,59,T1w,L
60,LH_Limbic_TempPole_4,LH_Limbic_TempPole_4,60,T1w,L
61,LH_Cont_Par_1,LH_Cont_Par_1,61,T1w,L
62,LH_Cont_Par_2,LH_Cont_Par_2,62,T1w,L
63,LH_Cont_Par_3,LH_Cont_Par_3,63,T1w,L
64,LH_Cont_Temp_1,LH_Cont_Temp_1,64,T1w,L
65,LH_Cont_OFC_1,LH_Cont_OFC_1,65,T1w,L
66,LH_Cont_PFCl_1,LH_Cont_PFCl_1,66,T1w,L
67,LH_Cont_PFCl_2,LH_Cont_PFCl_2,67,T1w,L
68,LH_Cont_PFCl_3,LH_Cont_PFCl_3,68,T1w,L
69,LH_Cont_PFCl_4,LH_Cont_PFCl_4,69,T1w,L
70,LH_Cont_PFCl_5,LH_Cont_PFCl_5,70,T1w,L
71,LH_Cont_pCun_1,LH_Cont_pCun_1,71,T1w,L
72,LH_Cont_Cing_1,LH_Cont_Cing_1,72,T1w,L
73,LH_Cont_Cing_2,LH_Cont_Cing_2,73,T1w,L
74,LH_Default_Temp_1,LH_Default_Temp_1,74,T1w,L
75,LH_Default_Temp_2,LH_Default_Temp_2,75,T1w,L
76,LH_Default_Temp_3,LH_Default_Temp_3,76,T1w,L
77,LH_Default_Temp_4,LH_Default_Temp_4,77,T1w,L
78,LH_Default_Temp_5,LH_Default_Temp_5,78,T1w,L
79,LH_Default_Par_1,LH_Default_Par_1,79,T1w,L
80,LH_Default_Par_2,LH_Default_Par_2,80,T1w,L
81,LH_Default_Par_3,LH_Default_Par_3,81,T1w,L
82,LH_Default_Par_4,LH_Default_Par_4,82,T1w,L
83,LH_Default_PFC_1,LH_Default_PFC_1,83,T1w,L
84,LH_Default_PFC_2,LH_Default_PFC_2,84,T1w,L
85,LH_Default_PFC_3,LH_Default_PFC_3,85,T1w,L
86,LH_Default_PFC_4,LH_Default_PFC_4,86,T1w,L
87,LH_Default_PFC_5,LH_Default_PFC_5,87,T1w,L
88,LH_Default_PFC_6,LH_Default_PFC_6,88,T1w,L
89,LH_Default_PFC_7,LH_Default_PFC_7,89,T1w,L
90,LH_Default_PFC_8,LH_Default_PFC_8,90,T1w,L
91,LH_Default_PFC_9,LH_Default_PFC_9,91,T1w,L
92,LH_Default_PFC_10,LH_Default_PFC_10,92,T1w,L
93,LH_Default_PFC_11,LH_Default_PFC_11,93,T1w,L
94,LH_Default_PFC_12,LH_Default_PFC_12,94,T1w,L
95,LH_Default_PFC_13,LH_Default_PFC_13,95,T1w,L
96,LH_Default_pCunPCC_1,LH_Default_pCunPCC_1,96,T1w,L
97,LH_Default_pCunPCC_2,LH_Default_pCunPCC_2,97,T1w,L
98,LH_Default_pCunPCC_3,LH_Default_pCunPCC_3,98,T1w,L
99,LH_Default_pCunPCC_4,LH_Default_pCunPCC_4,99,T1w,L
100,LH_Default_PHC_1,LH_Default_PHC_1,100,T1w,L
101,RH_Vis_1,RH_Vis_1,101,T1w,R
102,RH_Vis_2,RH_Vis_2,102,T1w,R
103,RH_Vis_3,RH_Vis_3,103,T1w,R
104,RH_Vis_4,RH_Vis_4,104,T1w,R
105,RH_Vis_5,RH_Vis_5,105,T1w,R
106,RH_Vis_6,RH_Vis_6,106,T1w,R
107,RH_Vis_7,RH_Vis_7,107,T1w,R
108,RH_Vis_8,RH_Vis_8,108,T1w,R
109,RH_Vis_9,RH_Vis_9,109,T1w,R
110,RH_Vis_10,RH_Vis_10,110,T1w,R
111,RH_Vis_11,RH_Vis_11,111,T1w,R
112,RH_Vis_12,RH_Vis_12,112,T1w,R
113,RH_Vis_13,RH_Vis_13,113,T1w,R
114,RH_Vis_14,RH_Vis_14,114,T1w,R
115,RH_Vis_15,RH_Vis_15,115,T1w,R
116,RH_SomMot_1,RH_SomMot_1,116,T1w,R
117,RH_SomMot_2,RH_SomMot_2,117,T1w,R
118,RH_SomMot_3,RH_SomMot_3,118,T1w,R
119,RH_SomMot_4,RH_SomMot_4,119,T1w,R
120,RH_SomMot_5,RH_SomMot_5,120,T1w,R
121,RH_SomMot_6,RH_SomMot_6,121,T1w,R
122,RH_SomMot_7,RH_SomMot_7,122,T1w,R
123,RH_SomMot_8,RH_SomMot_8,123,T1w,R
124,RH_SomMot_9,RH_SomMot_9,124,T1w,R
125,RH_SomMot_10,RH_SomMot_10,125,T1w,R
126,RH_SomMot_11,RH_SomMot_11,126,T1w,R
127,RH_SomMot_12,RH_SomMot_12,127,T1w,R
128,RH_SomMot_13,RH_SomMot_13,128,T1w,R
129,RH_SomMot_14,RH_SomMot_14,129,T1w,R
130,RH_SomMot_15,RH_SomMot_15,130,T1w,R
131,RH_SomMot_16,RH_SomMot_16,131,T1w,R
132,RH_SomMot_17,RH_SomMot_17,132,T1w,R
133,RH_SomMot_18,RH_SomMot_18,133,T1w,R
134,RH_SomMot_19,RH_SomMot_19,134,T1w,R
135,RH_DorsAttn_Post_1,RH_DorsAttn_Post_1,135,T1w,R
136,RH_DorsAttn_Post_2,RH_DorsAttn_Post_2,136,T1w,R
137,RH_DorsAttn_Post_3,RH_DorsAttn_Post_3,137,T1w,R
138,RH_DorsAttn_Post_4,RH_DorsAttn_Post_4,138,T1w,R
139,RH_DorsAttn_Post_5,RH_DorsAttn_Post_5,139,T1w,R
140,RH_DorsAttn_Post_6,RH_DorsAttn_Post_6,140,T1w,R
141,RH_DorsAttn_Post_7,RH_DorsAttn_Post_7,141,T1w,R
142,RH_DorsAttn_Post_8,RH_DorsAttn_Post_8,142,T1w,R
143,RH_DorsAttn_Post_9,RH_DorsAttn_Post_9,143,T1w,R
144,RH_DorsAttn_Post_10,RH_DorsAttn_Post_10,144,T1w,R
145,RH_DorsAttn_FEF_1,RH_DorsAttn_FEF_1,145,T1w,R
146,RH_DorsAttn_FEF_2,RH_DorsAttn_FEF_2,146,T1w,R
147,RH_DorsAttn_PrCv_1,RH_DorsAttn_PrCv_1,147,T1w,R
148,RH_SalVentAttn_TempOccPar_1,RH_SalVentAttn_TempOccPar_1,148,T1w,R
149,RH_SalVentAttn_TempOccPar_2,RH_SalVentAttn_TempOccPar_2,149,T1w,R
150,RH_SalVentAttn_TempOccPar_3,RH_SalVentAttn_TempOccPar_3,150,T1w,R
151,RH_SalVentAttn_PrC_1,RH_SalVentAttn_PrC_1,151,T1w,R
152,RH_SalVentAttn_FrOperIns_1,RH_SalVentAttn_FrOperIns_1,152,T1w,R
153,RH_SalVentAttn_FrOperIns_2,RH_SalVentAttn_FrOperIns_2,153,T1w,R
154,RH_SalVentAttn_FrOperIns_3,RH_SalVentAttn_FrOperIns_3,154,T1w,R
155,RH_SalVentAttn_FrOperIns_4,RH_SalVentAttn_FrOperIns_4,155,T1w,R
156,RH_SalVentAttn_Med_1,RH_SalVentAttn_Med_1,156,T1w,R
157,RH_SalVentAttn_Med_2,RH_SalVentAttn_Med_2,157,T1w,R
158,RH_SalVentAttn_Med_3,RH_SalVentAttn_Med_3,158,T1w,R
159,RH_Limbic_OFC_1,RH_Limbic_OFC_1,159,T1w,R
160,RH_Limbic_OFC_2,RH_Limbic_OFC_2,160,T1w,R
161,RH_Limbic_OFC_3,RH_Limbic_OFC_3,161,T1w,R
162,RH_Limbic_TempPole_1,RH_Limbic_TempPole_1,162,T1w,R
163,RH_Limbic_TempPole_2,RH_Limbic_TempPole_2,163,T1w,R
164,RH_Limbic_TempPole_3,RH_Limbic_TempPole_3,164,T1w,R
165,RH_Cont_Par_1,RH_Cont_Par_1,165,T1w,R
166,RH_Cont_Par_2,RH_Cont_Par_2,166,T1w,R
167,RH_Cont_Par_3,RH_Cont_Par_3,167,T1w,R
168,RH_Cont_Temp_1,RH_Cont_Temp_1,168,T1w,R
169,RH_Cont_PFCv_1,RH_Cont_PFCv_1,169,T1w,R
170,RH_Cont_PFCl_1,RH_Cont_PFCl_1,170,T1w,R
171,RH_Cont_PFCl_2,RH_Cont_PFCl_2,171,T1w,R
172,RH_Cont_PFCl_3,RH_Cont_PFCl_3,172,T1w,R
173,RH_Cont_PFCl_4,RH_Cont_PFCl_4,173,T1w,R
174,RH_Cont_PFCl_5,RH_Cont_PFCl_5,174,T1w,R
175,RH_Cont_PFCl_6,RH_Cont_PFCl_6,175,T1w,R
176,RH_Cont_PFCl_7,RH_Cont_PFCl_7,176,T1w,R
177,RH_Cont_pCun_1,RH_Cont_pCun_1,177,T1w,R
178,RH_Cont_Cing_1,RH_Cont_Cing_1,178,T1w,R
179,RH_Cont_Cing_2,RH_Cont_Cing_2,179,T1w,R
180,RH_Cont_PFCmp_1,RH_Cont_PFCmp_1,180,T1w,R
181,RH_Cont_PFCmp_2,RH_Cont_PFCmp_2,181,T1w,R
182,RH_Default_Par_1,RH_Default_Par_1,182,T1w,R
183,RH_Default_Par_2,RH_Default_Par_2,183,T1w,R
184,RH_Default_Par_3,RH_Default_Par_3,184,T1w,R
185,RH_Default_Temp_1,RH_Default_Temp_1,185,T1w,R
186,RH_Default_Temp_2,RH_Default_Temp_2,186,T1w,R
187,RH_Default_Temp_3,RH_Default_Temp_3,187,T1w,R
188,RH_Default_Temp_4,RH_Default_Temp_4,188,T1w,R
189,RH_Default_Temp_5,RH_Default_Temp_5,189,T1w,R
190,RH_Default_PFCv_1,RH_Default_PFCv_1,190,T1w,R
191,RH_Default_PFCdPFCm_1,RH_Default_PFCdPFCm_1,191,T1w,R
192,RH_Default_PFCdPFCm_2,RH_Default_PFCdPFCm_2,192,T1w,R
193,RH_Default_PFCdPFCm_3,RH_Default_PFCdPFCm_3,193,T1w,R
194,RH_Default_PFCdPFCm_4,RH_Default_PFCdPFCm_4,194,T1w,R
195,RH_Default_PFCdPFCm_5,RH_Default_PFCdPFCm_5,195,T1w,R
196,RH_Default_PFCdPFCm_6,RH_Default_PFCdPFCm_6,196,T1w,R
197,RH_Default_PFCdPFCm_7,RH_Default_PFCdPFCm_7,197,T1w,R
198,RH_Default_pCunPCC_1,RH_Default_pCunPCC_1,198,T1w,R
199,RH_Default_pCunPCC_2,RH_Default_pCunPCC_2,199,T1w,R
200,RH_Default_pCunPCC_3,RH_Default_pCunPCC_3,200,T1w,R
201,L_Cerebellum,L_Cerebellum,201,T1w,SubCor
202,L_Thalamus,L_Thalamus,202,T1w,SubCor
203,L_Caudate,L_Caudate,203,T1w,SubCor
204,L_Putamen,L_Putamen,204,T1w,SubCor
205,L_Pallidum,L_Pallidum,205,T1w,SubCor
206,L_Hippocampus,L_Hippocampus,206,T1w,SubCor
207,L_Amygdala,L_Amygdala,207,T1w,SubCor
208,L_Accumbens,L_Accumbens,208,T1w,SubCor
209,L_VentralDC,L_VentralDC,209,T1w,SubCor
210,R_Cerebellum,R_Cerebellum,210,T1w,SubCor
211,R_Thalamus,R_Thalamus,211,T1w,SubCor
212,R_Caudate,R_Caudate,212,T1w,SubCor
213,R_Putamen,R_Putamen,213,T1w,SubCor
214,R_Pallidum,R_Pallidum,214,T1w,SubCor
215,R_Hippocampus,R_Hippocampus,215,T1w,SubCor
216,R_Amygdala,R_Amygdala,216,T1w,SubCor
217,R_Accumbens,R_Accumbens,217,T1w,SubCor
218,R_VentralDC,R_VentralDC,218,T1w,SubCor
219,Brain-Stem,Brain-Stem,219,T1w,SubCor
