Index,Name,Full_Name,Intensity,Space,Hemi,Region,ICN,R,A,S
61,LH_DorsAttnA_TempOcc_2,LH_DorsAttnA_TempOcc_2,61,MNI,L,cortex,DorsAttnA,-32,-42,-20
62,LH_DorsAttnA_TempOcc_3,LH_DorsAttnA_TempOcc_3,62,MNI,L,cortex,DorsAttnA,-48,-56,-16
63,LH_DorsAttnA_TempOcc_4,LH_DorsAttnA_TempOcc_4,63,MNI,L,cortex,DorsAttnA,-46,-70,-8
64,LH_DorsAttnA_ParOcc_1,LH_DorsAttnA_ParOcc_1,64,MNI,L,cortex,DorsAttnA,-48,-66,16
65,LH_DorsAttnA_SPL_1,LH_DorsAttnA_SPL_1,65,MNI,L,cortex,DorsAttnA,-32,-84,26
66,LH_DorsAttnA_SPL_2,LH_DorsAttnA_SPL_2,66,MNI,L,cortex,DorsAttnA,-26,-70,30
67,LH_DorsAttnA_SPL_3,LH_DorsAttnA_SPL_3,67,MNI,L,cortex,DorsAttnA,-22,-78,44
68,LH_DorsAttnA_SPL_4,LH_DorsAttnA_SPL_4,68,MNI,L,cortex,DorsAttnA,-22,-66,46
69,LH_DorsAttnA_SPL_5,LH_DorsAttnA_SPL_5,69,MNI,L,cortex,DorsAttnA,-28,-58,50
70,LH_DorsAttnA_SPL_6,LH_DorsAttnA_SPL_6,70,MNI,L,cortex,DorsAttnA,-36,-52,56
71,LH_DorsAttnA_SPL_7,LH_DorsAttnA_SPL_7,71,MNI,L,cortex,DorsAttnA,-14,-70,58
72,LH_DorsAttnA_SPL_8,LH_DorsAttnA_SPL_8,72,MNI,L,cortex,DorsAttnA,-28,-62,62
73,LH_DorsAttnB_PostC_1,LH_DorsAttnB_PostC_1,73,MNI,L,cortex,DorsAttnB,-62,-24,32
74,LH_DorsAttnB_PostC_2,LH_DorsAttnB_PostC_2,74,MNI,L,cortex,DorsAttnB,-54,-20,40
75,LH_DorsAttnB_PostC_3,LH_DorsAttnB_PostC_3,75,MNI,L,cortex,DorsAttnB,-54,-32,44
76,LH_DorsAttnB_PostC_4,LH_DorsAttnB_PostC_4,76,MNI,L,cortex,DorsAttnB,-46,-30,44
77,LH_DorsAttnB_PostC_5,LH_DorsAttnB_PostC_5,77,MNI,L,cortex,DorsAttnB,-38,-38,50
78,LH_DorsAttnB_PostC_6,LH_DorsAttnB_PostC_6,78,MNI,L,cortex,DorsAttnB,-30,-46,62
79,LH_DorsAttnB_PostC_7,LH_DorsAttnB_PostC_7,79,MNI,L,cortex,DorsAttnB,-8,-58,64
80,LH_DorsAttnB_PostC_8,LH_DorsAttnB_PostC_8,80,MNI,L,cortex,DorsAttnB,-20,-56,66
81,LH_DorsAttnB_PostC_9,LH_DorsAttnB_PostC_9,81,MNI,L,cortex,DorsAttnB,-14,-50,72
82,LH_DorsAttnB_FEF_1,LH_DorsAttnB_FEF_1,82,MNI,L,cortex,DorsAttnB,-40,-2,52
83,LH_DorsAttnB_FEF_2,LH_DorsAttnB_FEF_2,83,MNI,L,cortex,DorsAttnB,-26,0,56
84,LH_DorsAttnB_FEF_3,LH_DorsAttnB_FEF_3,84,MNI,L,cortex,DorsAttnB,-30,-8,52
85,LH_DorsAttnB_PrCv_1,LH_DorsAttnB_PrCv_1,85,MNI,L,cortex,DorsAttnB,-50,2,38
86,LH_SalVentAttnA_ParOper_1,LH_SalVentAttnA_ParOper_1,86,MNI,L,cortex,SalVentAttnA,-54,-32,22
87,LH_SalVentAttnA_ParOper_2,LH_SalVentAttnA_ParOper_2,87,MNI,L,cortex,SalVentAttnA,-58,-44,28
88,LH_SalVentAttnA_ParOper_3,LH_SalVentAttnA_ParOper_3,88,MNI,L,cortex,SalVentAttnA,-62,-36,34
89,LH_SalVentAttnA_Ins_1,LH_SalVentAttnA_Ins_1,89,MNI,L,cortex,SalVentAttnA,-38,2,-4
90,LH_SalVentAttnA_Ins_2,LH_SalVentAttnA_Ins_2,90,MNI,L,cortex,SalVentAttnA,-40,-14,-2
91,LH_SalVentAttnA_Ins_3,LH_SalVentAttnA_Ins_3,91,MNI,L,cortex,SalVentAttnA,-32,18,8
92,LH_SalVentAttnA_Ins_4,LH_SalVentAttnA_Ins_4,92,MNI,L,cortex,SalVentAttnA,-36,4,10
93,LH_SalVentAttnA_Ins_5,LH_SalVentAttnA_Ins_5,93,MNI,L,cortex,SalVentAttnA,-50,2,4
94,LH_SalVentAttnA_Ins_6,LH_SalVentAttnA_Ins_6,94,MNI,L,cortex,SalVentAttnA,-52,8,14
95,LH_SalVentAttnA_ParMed_1,LH_SalVentAttnA_ParMed_1,95,MNI,L,cortex,SalVentAttnA,-12,-28,42
96,LH_SalVentAttnA_ParMed_2,LH_SalVentAttnA_ParMed_2,96,MNI,L,cortex,SalVentAttnA,-12,-42,48
97,LH_SalVentAttnA_ParMed_3,LH_SalVentAttnA_ParMed_3,97,MNI,L,cortex,SalVentAttnA,-6,-48,56
98,LH_SalVentAttnA_FrMed_1,LH_SalVentAttnA_FrMed_1,98,MNI,L,cortex,SalVentAttnA,-6,0,40
99,LH_SalVentAttnA_FrMed_2,LH_SalVentAttnA_FrMed_2,99,MNI,L,cortex,SalVentAttnA,-6,10,48
100,LH_SalVentAttnA_FrMed_3,LH_SalVentAttnA_FrMed_3,100,MNI,L,cortex,SalVentAttnA,-8,-2,70
101,LH_SalVentAttnB_PFCl_1,LH_SalVentAttnB_PFCl_1,101,MNI,L,cortex,SalVentAttnB,-38,50,10
102,LH_SalVentAttnB_PFCl_2,LH_SalVentAttnB_PFCl_2,102,MNI,L,cortex,SalVentAttnB,-28,44,30
103,LH_SalVentAttnB_PFCl_3,LH_SalVentAttnB_PFCl_3,103,MNI,L,cortex,SalVentAttnB,-36,32,38
104,LH_SalVentAttnB_PFCv_1,LH_SalVentAttnB_PFCv_1,104,MNI,L,cortex,SalVentAttnB,-34,16,-8
105,LH_SalVentAttnB_PFCv_2,LH_SalVentAttnB_PFCv_2,105,MNI,L,cortex,SalVentAttnB,-32,24,0
106,LH_SalVentAttnB_PFCv_3,LH_SalVentAttnB_PFCv_3,106,MNI,L,cortex,SalVentAttnB,-44,12,2
107,LH_SalVentAttnB_OFC_1,LH_SalVentAttnB_OFC_1,107,MNI,L,cortex,SalVentAttnB,-26,50,-14
108,LH_SalVentAttnB_PFCmp_1,LH_SalVentAttnB_PFCmp_1,108,MNI,L,cortex,SalVentAttnB,-6,22,32
109,LH_Limbic_OFC_1,LH_Limbic_OFC_1,109,MNI,L,cortex,Limbic,-12,24,-20
110,LH_Limbic_OFC_2,LH_Limbic_OFC_2,110,MNI,L,cortex,Limbic,-24,22,-20
111,LH_Limbic_OFC_3,LH_Limbic_OFC_3,111,MNI,L,cortex,Limbic,-10,48,-22
112,LH_Limbic_OFC_4,LH_Limbic_OFC_4,112,MNI,L,cortex,Limbic,-4,24,-20
113,LH_Limbic_OFC_5,LH_Limbic_OFC_5,113,MNI,L,cortex,Limbic,-16,64,-8
114,LH_Limbic_TempPole_1,LH_Limbic_TempPole_1,114,MNI,L,cortex,Limbic,-38,-6,-42
115,LH_Limbic_TempPole_2,LH_Limbic_TempPole_2,115,MNI,L,cortex,Limbic,-24,6,-40
116,LH_Limbic_TempPole_3,LH_Limbic_TempPole_3,116,MNI,L,cortex,Limbic,-26,-10,-32
117,LH_Limbic_TempPole_4,LH_Limbic_TempPole_4,117,MNI,L,cortex,Limbic,-54,-22,-30
118,LH_Limbic_TempPole_5,LH_Limbic_TempPole_5,118,MNI,L,cortex,Limbic,-40,-22,-26
119,LH_Limbic_TempPole_6,LH_Limbic_TempPole_6,119,MNI,L,cortex,Limbic,-32,12,-30
120,LH_Limbic_TempPole_7,LH_Limbic_TempPole_7,120,MNI,L,cortex,Limbic,-44,6,-16
121,LH_ContA_Temp_1,LH_ContA_Temp_1,121,MNI,L,cortex,ContA,-56,-62,0
122,LH_ContA_IPS_1,LH_ContA_IPS_1,122,MNI,L,cortex,ContA,-28,-74,42
123,LH_ContA_IPS_2,LH_ContA_IPS_2,123,MNI,L,cortex,ContA,-58,-42,46
124,LH_ContA_IPS_3,LH_ContA_IPS_3,124,MNI,L,cortex,ContA,-34,-62,48
125,LH_ContA_IPS_4,LH_ContA_IPS_4,125,MNI,L,cortex,ContA,-44,-42,46
126,LH_ContA_IPS_5,LH_ContA_IPS_5,126,MNI,L,cortex,ContA,-34,-46,40
127,LH_ContA_PFCd_1,LH_ContA_PFCd_1,127,MNI,L,cortex,ContA,-22,6,64
128,LH_ContA_PFCl_1,LH_ContA_PFCl_1,128,MNI,L,cortex,ContA,-48,36,10
129,LH_ContA_PFCl_2,LH_ContA_PFCl_2,129,MNI,L,cortex,ContA,-42,38,22
130,LH_ContA_PFCl_3,LH_ContA_PFCl_3,130,MNI,L,cortex,ContA,-50,6,26
131,LH_ContA_PFCl_4,LH_ContA_PFCl_4,131,MNI,L,cortex,ContA,-44,20,26
132,LH_ContA_PFCl_5,LH_ContA_PFCl_5,132,MNI,L,cortex,ContA,-40,8,34
133,LH_ContA_Cinga_1,LH_ContA_Cinga_1,133,MNI,L,cortex,ContA,-4,6,28
134,LH_ContB_Temp_1,LH_ContB_Temp_1,134,MNI,L,cortex,ContB,-60,-36,-18
135,LH_ContB_Temp_2,LH_ContB_Temp_2,135,MNI,L,cortex,ContB,-60,-48,-10
136,LH_ContB_IPL_1,LH_ContB_IPL_1,136,MNI,L,cortex,ContB,-48,-60,46
137,LH_ContB_IPL_2,LH_ContB_IPL_2,137,MNI,L,cortex,ContB,-54,-50,44
138,LH_ContB_IPL_3,LH_ContB_IPL_3,138,MNI,L,cortex,ContB,-42,-52,48
139,LH_ContB_PFCd_1,LH_ContB_PFCd_1,139,MNI,L,cortex,ContB,-30,14,58
140,LH_ContB_PFClv_1,LH_ContB_PFClv_1,140,MNI,L,cortex,ContB,-42,48,-6
141,LH_ContB_PFClv_2,LH_ContB_PFClv_2,141,MNI,L,cortex,ContB,-28,58,0
142,LH_ContB_PFClv_3,LH_ContB_PFClv_3,142,MNI,L,cortex,ContB,-28,56,12
143,LH_ContB_PFCmp_1,LH_ContB_PFCmp_1,143,MNI,L,cortex,ContB,-4,28,48
144,LH_ContC_pCun_1,LH_ContC_pCun_1,144,MNI,L,cortex,ContC,-10,-70,32
145,LH_ContC_pCun_2,LH_ContC_pCun_2,145,MNI,L,cortex,ContC,-10,-78,46
146,LH_ContC_pCun_3,LH_ContC_pCun_3,146,MNI,L,cortex,ContC,-4,-64,52
147,LH_ContC_Cingp_1,LH_ContC_Cingp_1,147,MNI,L,cortex,ContC,-6,-40,24
148,LH_ContC_Cingp_2,LH_ContC_Cingp_2,148,MNI,L,cortex,ContC,-4,-22,30
149,LH_DefaultA_IPL_1,LH_DefaultA_IPL_1,149,MNI,L,cortex,DefaultA,-48,-64,32
150,LH_DefaultA_IPL_2,LH_DefaultA_IPL_2,150,MNI,L,cortex,DefaultA,-42,-72,44
151,LH_DefaultA_PFCd_1,LH_DefaultA_PFCd_1,151,MNI,L,cortex,DefaultA,-24,28,44
152,LH_DefaultA_PFCd_2,LH_DefaultA_PFCd_2,152,MNI,L,cortex,DefaultA,-18,36,48
153,LH_DefaultA_PFCd_3,LH_DefaultA_PFCd_3,153,MNI,L,cortex,DefaultA,-22,20,52
154,LH_DefaultA_PCC_1,LH_DefaultA_PCC_1,154,MNI,L,cortex,DefaultA,-4,-54,20
155,LH_DefaultA_PCC_2,LH_DefaultA_PCC_2,155,MNI,L,cortex,DefaultA,-6,-60,30
156,LH_DefaultA_PCC_3,LH_DefaultA_PCC_3,156,MNI,L,cortex,DefaultA,-8,-44,32
157,LH_DefaultA_PCC_4,LH_DefaultA_PCC_4,157,MNI,L,cortex,DefaultA,-4,-34,38
158,LH_DefaultA_PCC_5,LH_DefaultA_PCC_5,158,MNI,L,cortex,DefaultA,-2,-16,38
159,LH_DefaultA_PCC_6,LH_DefaultA_PCC_6,159,MNI,L,cortex,DefaultA,-2,-68,42
160,LH_DefaultA_PCC_7,LH_DefaultA_PCC_7,160,MNI,L,cortex,DefaultA,-6,-50,42
161,LH_DefaultA_PFCm_1,LH_DefaultA_PFCm_1,161,MNI,L,cortex,DefaultA,-4,56,-10
162,LH_DefaultA_PFCm_2,LH_DefaultA_PFCm_2,162,MNI,L,cortex,DefaultA,-6,36,-8
163,LH_DefaultA_PFCm_3,LH_DefaultA_PFCm_3,163,MNI,L,cortex,DefaultA,-6,60,6
164,LH_DefaultA_PFCm_4,LH_DefaultA_PFCm_4,164,MNI,L,cortex,DefaultA,-6,44,6
165,LH_DefaultA_PFCm_5,LH_DefaultA_PFCm_5,165,MNI,L,cortex,DefaultA,-16,68,8
166,LH_DefaultA_PFCm_6,LH_DefaultA_PFCm_6,166,MNI,L,cortex,DefaultA,-6,34,20
167,LH_DefaultB_Temp_1,LH_DefaultB_Temp_1,167,MNI,L,cortex,DefaultB,-44,12,-34
168,LH_DefaultB_Temp_2,LH_DefaultB_Temp_2,168,MNI,L,cortex,DefaultB,-54,-2,-30
169,LH_DefaultB_Temp_3,LH_DefaultB_Temp_3,169,MNI,L,cortex,DefaultB,-62,-18,-20
170,LH_DefaultB_Temp_4,LH_DefaultB_Temp_4,170,MNI,L,cortex,DefaultB,-56,-8,-14
171,LH_DefaultB_Temp_5,LH_DefaultB_Temp_5,171,MNI,L,cortex,DefaultB,-60,-34,-4
172,LH_DefaultB_Temp_6,LH_DefaultB_Temp_6,172,MNI,L,cortex,DefaultB,-52,-22,-6
173,LH_DefaultB_IPL_1,LH_DefaultB_IPL_1,173,MNI,L,cortex,DefaultB,-46,-58,20
174,LH_DefaultB_IPL_2,LH_DefaultB_IPL_2,174,MNI,L,cortex,DefaultB,-56,-54,30
175,LH_DefaultB_PFCd_1,LH_DefaultB_PFCd_1,175,MNI,L,cortex,DefaultB,-4,52,28
176,LH_DefaultB_PFCd_2,LH_DefaultB_PFCd_2,176,MNI,L,cortex,DefaultB,-14,58,30
177,LH_DefaultB_PFCd_3,LH_DefaultB_PFCd_3,177,MNI,L,cortex,DefaultB,-22,50,32
178,LH_DefaultB_PFCd_4,LH_DefaultB_PFCd_4,178,MNI,L,cortex,DefaultB,-8,42,52
179,LH_DefaultB_PFCd_5,LH_DefaultB_PFCd_5,179,MNI,L,cortex,DefaultB,-12,24,60
180,LH_DefaultB_PFCd_6,LH_DefaultB_PFCd_6,180,MNI,L,cortex,DefaultB,-6,10,64
181,LH_DefaultB_PFCl_1,LH_DefaultB_PFCl_1,181,MNI,L,cortex,DefaultB,-40,20,48
182,LH_DefaultB_PFCl_2,LH_DefaultB_PFCl_2,182,MNI,L,cortex,DefaultB,-42,8,48
183,LH_DefaultB_PFCv_1,LH_DefaultB_PFCv_1,183,MNI,L,cortex,DefaultB,-36,22,-16
184,LH_DefaultB_PFCv_2,LH_DefaultB_PFCv_2,184,MNI,L,cortex,DefaultB,-36,36,-12
185,LH_DefaultB_PFCv_3,LH_DefaultB_PFCv_3,185,MNI,L,cortex,DefaultB,-46,32,-10
186,LH_DefaultB_PFCv_4,LH_DefaultB_PFCv_4,186,MNI,L,cortex,DefaultB,-48,28,0
187,LH_DefaultB_PFCv_5,LH_DefaultB_PFCv_5,187,MNI,L,cortex,DefaultB,-54,20,12
188,LH_DefaultC_IPL_1,LH_DefaultC_IPL_1,188,MNI,L,cortex,DefaultC,-40,-78,30
189,LH_DefaultC_Rsp_1,LH_DefaultC_Rsp_1,189,MNI,L,cortex,DefaultC,-14,-48,4
190,LH_DefaultC_Rsp_2,LH_DefaultC_Rsp_2,190,MNI,L,cortex,DefaultC,-8,-52,10
191,LH_DefaultC_Rsp_3,LH_DefaultC_Rsp_3,191,MNI,L,cortex,DefaultC,-14,-60,18
192,LH_DefaultC_PHC_1,LH_DefaultC_PHC_1,192,MNI,L,cortex,DefaultC,-20,-20,-26
193,LH_DefaultC_PHC_2,LH_DefaultC_PHC_2,193,MNI,L,cortex,DefaultC,-30,-32,-18
194,LH_DefaultC_PHC_3,LH_DefaultC_PHC_3,194,MNI,L,cortex,DefaultC,-18,-38,-12
195,LH_TempPar_1,LH_TempPar_1,195,MNI,L,cortex,TempPar,-52,6,-12
196,LH_TempPar_2,LH_TempPar_2,196,MNI,L,cortex,TempPar,-60,-12,-2
197,LH_TempPar_3,LH_TempPar_3,197,MNI,L,cortex,TempPar,-62,-32,6
198,LH_TempPar_4,LH_TempPar_4,198,MNI,L,cortex,TempPar,-52,-44,4
199,LH_TempPar_5,LH_TempPar_5,199,MNI,L,cortex,TempPar,-58,-54,10
200,LH_TempPar_6,LH_TempPar_6,200,MNI,L,cortex,TempPar,-58,-48,16
201,RH_VisCent_ExStr_1,RH_VisCent_ExStr_1,201,MNI,R,cortex,VisCent,36,-54,-18
202,RH_VisCent_ExStr_2,RH_VisCent_ExStr_2,202,MNI,R,cortex,VisCent,38,-74,-16
203,RH_VisCent_ExStr_3,RH_VisCent_ExStr_3,203,MNI,R,cortex,VisCent,24,-74,-10
204,RH_VisCent_ExStr_4,RH_VisCent_ExStr_4,204,MNI,R,cortex,VisCent,20,-88,-12
205,RH_VisCent_ExStr_5,RH_VisCent_ExStr_5,205,MNI,R,cortex,VisCent,42,-84,-12
206,RH_VisCent_ExStr_6,RH_VisCent_ExStr_6,206,MNI,R,cortex,VisCent,26,-96,-10
207,RH_VisCent_ExStr_7,RH_VisCent_ExStr_7,207,MNI,R,cortex,VisCent,8,-92,-2
208,RH_VisCent_ExStr_8,RH_VisCent_ExStr_8,208,MNI,R,cortex,VisCent,36,-88,2
209,RH_VisCent_ExStr_9,RH_VisCent_ExStr_9,209,MNI,R,cortex,VisCent,24,-98,8
210,RH_VisCent_ExStr_10,RH_VisCent_ExStr_10,210,MNI,R,cortex,VisCent,44,-78,10
211,RH_VisCent_ExStr_11,RH_VisCent_ExStr_11,211,MNI,R,cortex,VisCent,12,-94,18
212,RH_VisCent_ExStr_12,RH_VisCent_ExStr_12,212,MNI,R,cortex,VisCent,28,-88,20
213,RH_VisPeri_ExStrSup_1,RH_VisPeri_ExStrSup_1,213,MNI,R,cortex,VisPeri,26,-52,-8
214,RH_VisPeri_ExStrSup_2,RH_VisPeri_ExStrSup_2,214,MNI,R,cortex,VisPeri,18,-36,-12
215,RH_VisPeri_ExStrSup_3,RH_VisPeri_ExStrSup_3,215,MNI,R,cortex,VisPeri,10,-72,-6
216,RH_VisPeri_ExStrSup_4,RH_VisPeri_ExStrSup_4,216,MNI,R,cortex,VisPeri,14,-58,-4
217,RH_VisPeri_ExStrSup_5,RH_VisPeri_ExStrSup_5,217,MNI,R,cortex,VisPeri,18,-44,-2
218,RH_VisPeri_ExStrSup_6,RH_VisPeri_ExStrSup_6,218,MNI,R,cortex,VisPeri,10,-74,8
219,RH_VisPeri_ExStrSup_7,RH_VisPeri_ExStrSup_7,219,MNI,R,cortex,VisPeri,22,-60,6
220,RH_VisPeri_ExStrSup_8,RH_VisPeri_ExStrSup_8,220,MNI,R,cortex,VisPeri,16,-66,18
221,RH_VisPeri_ExStrSup_9,RH_VisPeri_ExStrSup_9,221,MNI,R,cortex,VisPeri,4,-80,24
222,RH_VisPeri_ExStrSup_10,RH_VisPeri_ExStrSup_10,222,MNI,R,cortex,VisPeri,14,-78,34
223,RH_VisPeri_ExStrSup_11,RH_VisPeri_ExStrSup_11,223,MNI,R,cortex,VisPeri,16,-86,36
224,RH_SomMotA_1,RH_SomMotA_1,224,MNI,R,cortex,SomMotA,54,-16,40
225,RH_SomMotA_2,RH_SomMotA_2,225,MNI,R,cortex,SomMotA,52,-12,50
226,RH_SomMotA_3,RH_SomMotA_3,226,MNI,R,cortex,SomMotA,44,-10,48
227,RH_SomMotA_4,RH_SomMotA_4,227,MNI,R,cortex,SomMotA,50,-26,56
228,RH_SomMotA_5,RH_SomMotA_5,228,MNI,R,cortex,SomMotA,6,-10,52
229,RH_SomMotA_6,RH_SomMotA_6,229,MNI,R,cortex,SomMotA,44,-22,54
230,RH_SomMotA_7,RH_SomMotA_7,230,MNI,R,cortex,SomMotA,38,-20,64
231,RH_SomMotA_8,RH_SomMotA_8,231,MNI,R,cortex,SomMotA,32,-34,64
232,RH_SomMotA_9,RH_SomMotA_9,232,MNI,R,cortex,SomMotA,30,-40,64
233,RH_SomMotA_10,RH_SomMotA_10,233,MNI,R,cortex,SomMotA,34,-28,62
234,RH_SomMotA_11,RH_SomMotA_11,234,MNI,R,cortex,SomMotA,4,-24,58
235,RH_SomMotA_12,RH_SomMotA_12,235,MNI,R,cortex,SomMotA,28,-10,64
236,RH_SomMotA_13,RH_SomMotA_13,236,MNI,R,cortex,SomMotA,10,-40,68
237,RH_SomMotA_14,RH_SomMotA_14,237,MNI,R,cortex,SomMotA,22,-24,66
238,RH_SomMotA_15,RH_SomMotA_15,238,MNI,R,cortex,SomMotA,22,-28,68
239,RH_SomMotA_16,RH_SomMotA_16,239,MNI,R,cortex,SomMotA,22,-34,70
